variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,accuracy,balanced_accuracy,macro_f1,weighted_f1,severe_error_rate,confusion_0_0,confusion_0_1,confusion_0_2,confusion_0_3,confusion_1_0,confusion_1_1,confusion_1_2,confusion_1_3,confusion_2_0,confusion_2_1,confusion_2_2,confusion_2_3,confusion_3_0,confusion_3_1,confusion_3_2,confusion_3_3
multicentroid,5,1000,42,51,50,"{""centroids_per_class"":3}",0.05,0.7590361445783133,0.7601190476190476,0.7560880544576197,0.7549565852342175,0.0,11,10,0,0,4,14,3,0,0,1,17,2,0,0,0,21
multicentroid,5,1000,43,51,50,"{""centroids_per_class"":3}",0.05,0.7831325301204819,0.7845238095238095,0.7777302620653005,0.776773483811354,0.0,11,10,0,0,2,15,4,0,0,0,18,2,0,0,0,21
multicentroid,5,1000,44,51,50,"{""centroids_per_class"":3}",0.05,0.7951807228915663,0.7952380952380953,0.7972430200491506,0.7967025110960332,0.0,14,7,0,0,4,15,2,0,0,3,16,1,0,0,0,21
multicentroid,5,1000,45,51,50,"{""centroids_per_class"":3}",0.05,0.8313253012048193,0.8303571428571428,0.8297077922077922,0.8306681270536693,0.0,18,3,0,0,1,15,5,0,0,3,15,2,0,0,0,21
multicentroid,5,1000,46,51,50,"{""centroids_per_class"":3}",0.05,0.7469879518072289,0.7476190476190476,0.742965367965368,0.7427371824962187,0.0,12,9,0,0,2,13,6,0,0,1,16,3,0,0,0,21
multicentroid,5,2000,42,51,50,"{""centroids_per_class"":3}",0.05,0.8072289156626506,0.8089285714285714,0.8047221924136274,0.8032510228247232,0.0,12,9,0,0,4,15,2,0,0,0,19,1,0,0,0,21
multicentroid,5,2000,43,51,50,"{""centroids_per_class"":3}",0.05,0.7469879518072289,0.7482142857142857,0.7453542392566783,0.7445811119040622,0.012048192771084338,14,7,0,0,5,11,5,0,0,2,17,1,1,0,0,20
multicentroid,5,2000,44,51,50,"{""centroids_per_class"":3}",0.05,0.8433734939759037,0.843452380952381,0.8392571101667211,0.8391276777590914,0.012048192771084338,18,3,0,0,3,14,3,1,0,0,17,3,0,0,0,21
multicentroid,5,2000,45,51,50,"{""centroids_per_class"":3}",0.05,0.7590361445783133,0.7595238095238095,0.7563676633444074,0.7563009513135599,0.024096385542168676,12,7,2,0,3,15,3,0,0,2,16,2,0,0,1,20
multicentroid,5,2000,46,51,50,"{""centroids_per_class"":3}",0.05,0.8313253012048193,0.8321428571428571,0.8311743506051952,0.8303451259136915,0.0,14,7,0,0,3,16,2,0,0,1,18,1,0,0,0,21
multicentroid,5,5000,42,51,50,"{""centroids_per_class"":3}",0.05,0.8072289156626506,0.8089285714285714,0.8025146530535072,0.801536264171832,0.024096385542168676,13,6,2,0,5,14,2,0,0,0,19,1,0,0,0,21
multicentroid,5,5000,43,51,50,"{""centroids_per_class"":3}",0.05,0.7710843373493976,0.7720238095238096,0.7681756590293175,0.7674396032021658,0.0,12,9,0,0,3,14,4,0,0,1,17,2,0,0,0,21
multicentroid,5,5000,44,51,50,"{""centroids_per_class"":3}",0.05,0.8313253012048193,0.8321428571428571,0.8293407043407044,0.8284893875255323,0.012048192771084338,14,7,0,0,2,16,2,1,0,0,18,2,0,0,0,21
multicentroid,5,5000,45,51,50,"{""centroids_per_class"":3}",0.05,0.8554216867469879,0.8565476190476191,0.8531713134662653,0.852803245794382,0.0,16,5,0,0,2,15,4,0,0,0,19,1,0,0,0,21
multicentroid,5,5000,46,51,50,"{""centroids_per_class"":3}",0.05,0.7831325301204819,0.7845238095238094,0.7805486832701083,0.7791095107793867,0.012048192771084338,11,10,0,0,3,16,2,0,0,0,18,2,1,0,0,20
multicentroid,5,10000,42,51,50,"{""centroids_per_class"":3}",0.05,0.8313253012048193,0.8321428571428571,0.827922077922078,0.8275700203411046,0.0,16,5,0,0,3,14,4,0,0,0,18,2,0,0,0,21
multicentroid,5,10000,43,51,50,"{""centroids_per_class"":3}",0.05,0.7710843373493976,0.7714285714285714,0.7680999180999182,0.7677155797637725,0.0,13,8,0,0,3,14,4,0,0,1,16,3,0,0,0,21
multicentroid,5,10000,44,51,50,"{""centroids_per_class"":3}",0.05,0.8072289156626506,0.8083333333333333,0.8045083461631959,0.803874195428501,0.0,15,6,0,0,4,13,4,0,0,1,18,1,0,0,0,21
multicentroid,5,10000,45,51,50,"{""centroids_per_class"":3}",0.05,0.8433734939759037,0.844047619047619,0.8410753880266075,0.8406299254668341,0.0,16,5,0,0,3,15,3,0,0,0,18,2,0,0,0,21
multicentroid,5,10000,46,51,50,"{""centroids_per_class"":3}",0.05,0.7590361445783133,0.7607142857142857,0.753179614658936,0.7516751668778653,0.0,10,11,0,0,4,14,3,0,0,0,18,2,0,0,0,21
