variant,outer_fold,inner_fold,candidate_id,dimension,epochs,learning_rate,margin_threshold,levels,feature_k,seed,macro_f1,balanced_accuracy,accuracy,severe_error_rate,recall_class_0,recall_class_1,recall_class_2,recall_class_3,training_seconds,inference_seconds,preprocessing_seconds_shared,encoding_seconds_shared,model_bytes,model_dtype,sample_hv_dtype,subject_overlap_count,training_info_json
onlinehd,4,1,candidate_001,2000,1,0.05,0.0,51,50,42,0.6186900265414454,0.6839080459770115,0.6890756302521008,0.04201680672268908,0.9,0.8666666666666667,0.06896551724137931,0.9,0.014864199998555705,0.0004966999986208975,0.03448019997449592,0.2633510000014212,32000,float32,int8,0,"{""epochs"":1,""updates"":104}"
onlinehd,4,2,candidate_001,2000,1,0.05,0.0,51,50,42,0.38882028875379937,0.5,0.5,0.037037037037037035,0.1111111111111111,0.8888888888888888,0.0,1.0,0.015463799994904548,0.0004327000060584396,0.038131199980853125,0.26245559999370016,32000,float32,int8,0,"{""epochs"":1,""updates"":106}"
onlinehd,4,3,candidate_001,2000,1,0.05,0.0,51,50,42,0.47343528995756723,0.5576923076923077,0.5648148148148148,0.0,0.23076923076923078,1.0,0.0,1.0,0.015607000008458272,0.0003965000214520842,0.040053000004263595,0.2620904000068549,32000,float32,int8,0,"{""epochs"":1,""updates"":114}"
onlinehd,4,1,candidate_002,2000,1,0.05,0.1,51,50,42,0.5619811320754717,0.625,0.6218487394957983,0.07563025210084033,0.7333333333333333,0.0,1.0,0.7666666666666667,0.015642299986211583,0.00044880001223646104,0.03448019997449592,0.2633510000014212,32000,float32,int8,0,"{""epochs"":1,""updates"":157}"
onlinehd,4,2,candidate_002,2000,1,0.05,0.1,51,50,42,0.7377937972277595,0.7592592592592592,0.7592592592592593,0.05555555555555555,0.8888888888888888,0.37037037037037035,0.7777777777777778,1.0,0.016030200000386685,0.00039790000300854445,0.038131199980853125,0.26245559999370016,32000,float32,int8,0,"{""epochs"":1,""updates"":145}"
onlinehd,4,3,candidate_002,2000,1,0.05,0.1,51,50,42,0.8364273837923805,0.8462301587301587,0.8425925925925926,0.018518518518518517,1.0,0.6071428571428571,0.7777777777777778,1.0,0.01623079998535104,0.00038750001112930477,0.040053000004263595,0.2620904000068549,32000,float32,int8,0,"{""epochs"":1,""updates"":153}"
onlinehd,4,1,candidate_003,2000,1,0.1,0.0,51,50,42,0.6024818396010914,0.6724137931034483,0.6722689075630253,0.03361344537815126,0.9666666666666667,0.06666666666666667,0.6896551724137931,0.9666666666666667,0.014914400002453476,0.0004456999886315316,0.03448019997449592,0.2633510000014212,32000,float32,int8,0,"{""epochs"":1,""updates"":101}"
onlinehd,4,2,candidate_003,2000,1,0.1,0.0,51,50,42,0.6433784102096057,0.6759259259259259,0.6759259259259259,0.05555555555555555,0.9629629629629629,0.25925925925925924,0.9629629629629629,0.5185185185185185,0.015450600010808557,0.00040079999598674476,0.038131199980853125,0.26245559999370016,32000,float32,int8,0,"{""epochs"":1,""updates"":104}"
onlinehd,4,3,candidate_003,2000,1,0.1,0.0,51,50,42,0.691029468412943,0.7483465608465608,0.7407407407407407,0.018518518518518517,1.0,0.17857142857142858,0.8148148148148148,1.0,0.015563199995085597,0.00039510001079179347,0.040053000004263595,0.2620904000068549,32000,float32,int8,0,"{""epochs"":1,""updates"":109}"
onlinehd,4,1,candidate_004,2000,1,0.1,0.1,51,50,42,0.3401216214197134,0.43333333333333335,0.4369747899159664,0.07563025210084033,0.03333333333333333,1.0,0.0,0.7,0.01544429999194108,0.000461499992525205,0.03448019997449592,0.2633510000014212,32000,float32,int8,0,"{""epochs"":1,""updates"":139}"
onlinehd,4,2,candidate_004,2000,1,0.1,0.1,51,50,42,0.5849948861638772,0.6666666666666666,0.6666666666666666,0.06481481481481481,0.8888888888888888,0.037037037037037035,0.7407407407407407,1.0,0.016247799998382106,0.00038949999725446105,0.038131199980853125,0.26245559999370016,32000,float32,int8,0,"{""epochs"":1,""updates"":154}"
onlinehd,4,3,candidate_004,2000,1,0.1,0.1,51,50,42,0.5676084853262622,0.6449175824175825,0.6481481481481481,0.027777777777777776,0.6153846153846154,0.9642857142857143,0.0,1.0,0.01634640002157539,0.00039209998794831336,0.040053000004263595,0.2620904000068549,32000,float32,int8,0,"{""epochs"":1,""updates"":161}"
onlinehd,4,1,candidate_005,2000,3,0.05,0.0,51,50,42,0.7761672164812146,0.7735632183908046,0.773109243697479,0.05042016806722689,0.8333333333333334,0.7333333333333333,0.8275862068965517,0.7,0.0438869999779854,0.00044880001223646104,0.03448019997449592,0.2633510000014212,32000,float32,int8,0,"{""epochs"":3,""updates"":305}"
