variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,mae_raw,mae_bounded,rmse_bounded,r2_bounded,spearman_bounded
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.45520733403599273,0.45520733403599273,0.6632082615555251,0.6412498302545993,0.8393428536268392
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.4285475671426553,0.4285475671426553,0.5516627936995079,0.7517783552662406,0.8504377477002709
onlinehd,2,1000,44,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.43396133724806585,0.43396133724806585,0.5700236777577795,0.7349803648074227,0.8581968536404089
onlinehd,2,1000,45,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.5055445541067328,0.5055445541067328,0.7449311658029473,0.5473895793282046,0.8195163511167294
onlinehd,2,1000,46,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.49899492021779923,0.49899492021779923,0.6338746706889915,0.6722829355584969,0.891565191989439
onlinehd,2,2000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.4467288399684171,0.4467288399684171,0.5585095181352858,0.7455787291275648,0.8769776545413359
onlinehd,2,2000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.46052125323192505,0.46052125323192505,0.5949906553330648,0.7112562782554647,0.8470078464221508
onlinehd,2,2000,44,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.5898861055596212,0.5898861055596212,0.7126555786202124,0.5857603765230696,0.8845903622561883
onlinehd,2,2000,45,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.445042474782917,0.445042474782917,0.5423586532441008,0.7600805774903232,0.8857929191067487
onlinehd,2,2000,46,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.5937492384578195,0.5937492384578195,0.6986601279101732,0.6018706652545627,0.8888777388538387
onlinehd,2,5000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.43225519779447197,0.43225519779447197,0.5891327655167927,0.7169138546872089,0.8536375946243709
onlinehd,2,5000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.47031681888618176,0.47031681888618176,0.5941157555381411,0.7121048162541441,0.8961871931020279
onlinehd,2,5000,44,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.3598658868264105,0.3598658868264105,0.49722763315683405,0.7983478890189555,0.8892751054653282
onlinehd,2,5000,45,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.5745314573301603,0.5745314573301603,0.6875633152900046,0.6144171987943705,0.8918789024721939
onlinehd,2,5000,46,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.47228989489421996,0.47228989489421996,0.6074351520116816,0.6990515564357238,0.8683715302977596
onlinehd,2,10000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.3891611991217071,0.3891611991217071,0.5633019646411527,0.7411937309711343,0.8779397000217842
onlinehd,2,10000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.45435232963439853,0.45435232963439853,0.5536570155157575,0.7499805043468755,0.8850713849964125
onlinehd,2,10000,44,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7050075326452676,0.7050075326452676,0.8369023695920591,0.42872942482135734,0.8824885020217305
onlinehd,2,10000,45,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.4632672610441914,0.4632672610441914,0.5783053935569525,0.7272236300196986,0.8799683611435993
onlinehd,2,10000,46,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.4601057204996828,0.4601057204996828,0.5846055679790988,0.7212478954674102,0.8860857155573201
