variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,mae_raw,mae_bounded,rmse_bounded,r2_bounded,spearman_bounded
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6098999967462064,0.6098999967462064,0.6895932434823772,0.6231898920181573,0.9389227902666124
hybrid,5,1000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6099005110736521,0.6099005110736521,0.7076123069136904,0.6032405275322545,0.8998272011306524
hybrid,5,1000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.5940154698116402,0.5940154698116402,0.6771499041839809,0.6366658732504159,0.9268266778530465
hybrid,5,1000,45,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6341112804986968,0.6341112804986968,0.7227899675486557,0.5860377101570129,0.9327229907141396
hybrid,5,1000,46,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6112167081575036,0.6112167081575036,0.7083862314037703,0.6023721712639127,0.938424204987917
hybrid,5,2000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6458109026664622,0.6458109026664622,0.7426755434848432,0.56294630695276,0.8919257083443716
hybrid,5,2000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6263171281241878,0.6263171281241878,0.7162531228010911,0.5934915235830656,0.9304793569600105
hybrid,5,2000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6017794985803118,0.6017794985803118,0.6837694968927516,0.6295274840458961,0.9183182116840062
hybrid,5,2000,45,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6320555890359539,0.6320555890359539,0.7171293085308773,0.592496359251699,0.909094384028142
hybrid,5,2000,46,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6284155206683915,0.6284155206683915,0.726233503023531,0.5820838934672914,0.9191636388957071
hybrid,5,5000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6236282453547501,0.6236282453547501,0.7145547627476744,0.5954170418377571,0.9120642180795013
hybrid,5,5000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6252881791067542,0.6252881791067542,0.7065009665230656,0.6044858099213595,0.9267724838010144
hybrid,5,5000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6001916402363278,0.6001916402363278,0.6819662591478978,0.6314789286074478,0.9177437547324658
hybrid,5,5000,45,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6282131358197443,0.6282131358197443,0.7133886474618223,0.5967364799777415,0.9217215981516224
hybrid,5,5000,46,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6049585688635531,0.6049585688635531,0.6866862512671068,0.6263600949042436,0.9438978042431594
hybrid,5,10000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6365346081116331,0.6365346081116331,0.7201250743874827,0.5890846025184601,0.9388035633521417
hybrid,5,10000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.5994738663502619,0.5994738663502619,0.681923721076736,0.6315249006374233,0.9091377392697678
hybrid,5,10000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6315242285502041,0.6315242285502041,0.725110151390937,0.5833757745182719,0.9032305875982684
hybrid,5,10000,45,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6128190703746141,0.6128190703746141,0.7075477685624787,0.6033128977672358,0.9244096231324148
hybrid,5,10000,46,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.6072530311789343,0.6072530311789343,0.6921731809609875,0.6203651397503405,0.9321160173313799
