variant,outer_fold,inner_fold,candidate_id,dimension,epochs,learning_rate,margin_threshold,levels,feature_k,seed,macro_f1,balanced_accuracy,accuracy,severe_error_rate,recall_class_0,recall_class_1,recall_class_2,recall_class_3,training_seconds,inference_seconds,preprocessing_seconds_shared,encoding_seconds_shared,model_bytes,model_dtype,sample_hv_dtype,subject_overlap_count,training_info_json
onlinehd,5,1,candidate_001,2000,1,0.05,0.0,51,50,42,0.7267809757093284,0.746153133110864,0.75,0.058333333333333334,0.3448275862068966,0.8064516129032258,0.8333333333333334,1.0,0.015281899977708235,0.000524800008861348,0.03693100000964478,0.26113910001004115,32000,float32,int8,0,"{""epochs"":1,""updates"":117}"
onlinehd,5,2,candidate_001,2000,1,0.05,0.0,51,50,42,0.7108189429618,0.712962962962963,0.7129629629629629,0.14814814814814814,0.8888888888888888,0.7037037037037037,0.8148148148148148,0.4444444444444444,0.015584400010993704,0.00043659997754730284,0.03817240000353195,0.2622242999786977,32000,float32,int8,0,"{""epochs"":1,""updates"":106}"
onlinehd,5,3,candidate_001,2000,1,0.05,0.0,51,50,42,0.6336997885835095,0.6481481481481481,0.6481481481481481,0.018518518518518517,0.2222222222222222,1.0,0.5185185185185185,0.8518518518518519,0.01532140001654625,0.00039829997695051134,0.0367227999959141,0.2616324999835342,32000,float32,int8,0,"{""epochs"":1,""updates"":85}"
onlinehd,5,1,candidate_002,2000,1,0.05,0.1,51,50,42,0.6269822537747382,0.6913978494623656,0.6833333333333333,0.06666666666666667,1.0,0.03225806451612903,0.7666666666666667,0.9666666666666667,0.015809300006367266,0.0004474000015761703,0.03693100000964478,0.26113910001004115,32000,float32,int8,0,"{""epochs"":1,""updates"":167}"
onlinehd,5,2,candidate_002,2000,1,0.05,0.1,51,50,42,0.3843734099548053,0.4351851851851852,0.4351851851851852,0.10185185185185185,0.2222222222222222,0.9259259259259259,0.0,0.5925925925925926,0.016269199986709282,0.00040030002128332853,0.03817240000353195,0.2622242999786977,32000,float32,int8,0,"{""epochs"":1,""updates"":155}"
onlinehd,5,3,candidate_002,2000,1,0.05,0.1,51,50,42,0.8070802005012531,0.8148148148148148,0.8148148148148148,0.05555555555555555,0.8888888888888888,0.5555555555555556,0.8148148148148148,1.0,0.0159169000107795,0.00039499998092651367,0.0367227999959141,0.2616324999835342,32000,float32,int8,0,"{""epochs"":1,""updates"":134}"
onlinehd,5,1,candidate_003,2000,1,0.1,0.0,51,50,42,0.18670371374356196,0.30833333333333335,0.31666666666666665,0.041666666666666664,0.0,1.0,0.23333333333333334,0.0,0.014898299996275455,0.00043960000039078295,0.03693100000964478,0.26113910001004115,32000,float32,int8,0,"{""epochs"":1,""updates"":105}"
onlinehd,5,2,candidate_003,2000,1,0.1,0.0,51,50,42,0.7928699169326938,0.7962962962962963,0.7962962962962963,0.009259259259259259,0.8888888888888888,0.6296296296296297,1.0,0.6666666666666666,0.015435999986948445,0.00039579998701810837,0.03817240000353195,0.2622242999786977,32000,float32,int8,0,"{""epochs"":1,""updates"":100}"
onlinehd,5,3,candidate_003,2000,1,0.1,0.0,51,50,42,0.647084553310005,0.6666666666666666,0.6666666666666666,0.12962962962962962,0.5555555555555556,0.3333333333333333,0.7777777777777778,1.0,0.01541610001004301,0.0004045999958179891,0.0367227999959141,0.2616324999835342,32000,float32,int8,0,"{""epochs"":1,""updates"":93}"
onlinehd,5,1,candidate_004,2000,1,0.1,0.1,51,50,42,0.8217933006535947,0.8341212458286986,0.8333333333333334,0.03333333333333333,0.9655172413793104,0.8709677419354839,0.5,1.0,0.015654099988751113,0.00044460000935941935,0.03693100000964478,0.26113910001004115,32000,float32,int8,0,"{""epochs"":1,""updates"":166}"
onlinehd,5,2,candidate_004,2000,1,0.1,0.1,51,50,42,0.6055367504835589,0.6759259259259259,0.6759259259259259,0.07407407407407407,1.0,0.0,0.7037037037037037,1.0,0.016218000004300848,0.0004002000205218792,0.03817240000353195,0.2622242999786977,32000,float32,int8,0,"{""epochs"":1,""updates"":159}"
onlinehd,5,3,candidate_004,2000,1,0.1,0.1,51,50,42,0.6972826086956521,0.6944444444444444,0.6944444444444444,0.14814814814814814,0.5185185185185185,0.6296296296296297,0.6296296296296297,1.0,0.015922499995213002,0.00039999998989515007,0.0367227999959141,0.2616324999835342,32000,float32,int8,0,"{""epochs"":1,""updates"":130}"
