variant,outer_fold,inner_fold,candidate_id,dimension,centroids_per_class,epochs,learning_rate,margin_threshold,levels,feature_k,seed,macro_f1,balanced_accuracy,accuracy,severe_error_rate,recall_class_0,recall_class_1,recall_class_2,recall_class_3,training_seconds,inference_seconds,preprocessing_seconds_shared,encoding_seconds_shared,model_bytes,model_dtype,sample_hv_dtype,subject_overlap_count,training_info_json
hybrid,2,1,candidate_001,2000,2,1,0.05,0.0,51,50,42,0.8225812069527308,0.8232758620689655,0.8235294117647058,0.04201680672268908,0.8333333333333334,0.7333333333333333,0.7931034482758621,0.9333333333333333,0.135380299994722,0.0006738000083714724,0.035280499985674396,0.26761519999126904,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[37,17],""1"":[34,20],""2"":[20,34],""3"":[20,34]}},""updates"":35}"
hybrid,2,2,candidate_001,2000,2,1,0.05,0.0,51,50,42,0.8053482053344929,0.8055555555555556,0.8055555555555556,0.027777777777777776,0.6296296296296297,0.8148148148148148,0.8518518518518519,0.9259259259259259,0.12879610000527464,0.0004591000033542514,0.03858100000070408,0.2624445999972522,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":57,""1"":57,""2"":56,""3"":57},""cluster_counts"":{""0"":[26,31],""1"":[37,20],""2"":[47,9],""3"":[39,18]}},""updates"":55}"
hybrid,2,3,candidate_001,2000,2,1,0.05,0.0,51,50,42,0.8883673469387755,0.8888888888888888,0.8888888888888888,0.027777777777777776,1.0,0.7407407407407407,0.8148148148148148,1.0,0.12653420001151972,0.0004626000009011477,0.03330609999829903,0.2650298000080511,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":57,""1"":57,""2"":56,""3"":57},""cluster_counts"":{""0"":[26,31],""1"":[42,15],""2"":[20,36],""3"":[29,28]}},""updates"":58}"
hybrid,2,1,candidate_002,2000,2,1,0.05,0.1,51,50,42,0.7752049180327869,0.7727011494252873,0.773109243697479,0.025210084033613446,0.7,0.7,0.7241379310344828,0.9666666666666667,0.08130900000105612,0.0005517000099644065,0.035280499985674396,0.26761519999126904,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[37,17],""1"":[34,20],""2"":[20,34],""3"":[20,34]}},""updates"":197}"
hybrid,2,2,candidate_002,2000,2,1,0.05,0.1,51,50,42,0.6794835361757677,0.6759259259259259,0.6759259259259259,0.027777777777777776,0.5185185185185185,0.8148148148148148,0.4444444444444444,0.9259259259259259,0.07841079999343492,0.00046270000166259706,0.03858100000070408,0.2624445999972522,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":57,""1"":57,""2"":56,""3"":57},""cluster_counts"":{""0"":[26,31],""1"":[37,20],""2"":[47,9],""3"":[39,18]}},""updates"":201}"
hybrid,2,3,candidate_002,2000,2,1,0.05,0.1,51,50,42,0.813181394109023,0.8240740740740741,0.8240740740740741,0.027777777777777776,1.0,0.8148148148148148,0.48148148148148145,1.0,0.07746299999416806,0.000458099995739758,0.03330609999829903,0.2650298000080511,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":57,""1"":57,""2"":56,""3"":57},""cluster_counts"":{""0"":[26,31],""1"":[42,15],""2"":[20,36],""3"":[29,28]}},""updates"":215}"
hybrid,2,1,candidate_003,2000,2,1,0.1,0.0,51,50,42,0.8304973554250314,0.8310344827586207,0.8319327731092437,0.04201680672268908,0.8333333333333334,0.8,0.7241379310344828,0.9666666666666667,0.07956869999179617,0.0005520999839063734,0.035280499985674396,0.26761519999126904,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[37,17],""1"":[34,20],""2"":[20,34],""3"":[20,34]}},""updates"":59}"
hybrid,2,2,candidate_003,2000,2,1,0.1,0.0,51,50,42,0.7550559651487938,0.7592592592592592,0.7592592592592593,0.027777777777777776,0.5185185185185185,0.8888888888888888,0.6666666666666666,0.9629629629629629,0.07644670002628118,0.0004591000033542514,0.03858100000070408,0.2624445999972522,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":57,""1"":57,""2"":56,""3"":57},""cluster_counts"":{""0"":[26,31],""1"":[37,20],""2"":[47,9],""3"":[39,18]}},""updates"":54}"
hybrid,2,3,candidate_003,2000,2,1,0.1,0.0,51,50,42,0.8769487461932223,0.8796296296296295,0.8796296296296297,0.027777777777777776,0.9629629629629629,0.6666666666666666,0.8888888888888888,1.0,0.0758205000020098,0.00045849999878555536,0.03330609999829903,0.2650298000080511,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":57,""1"":57,""2"":56,""3"":57},""cluster_counts"":{""0"":[26,31],""1"":[42,15],""2"":[20,36],""3"":[29,28]}},""updates"":88}"
hybrid,2,1,candidate_004,2000,2,1,0.1,0.1,51,50,42,0.5908637873754152,0.6040229885057472,0.6050420168067226,0.058823529411764705,0.26666666666666666,0.7666666666666667,0.4827586206896552,0.9,0.08124820000375621,0.000605499983066693,0.035280499985674396,0.26761519999126904,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[37,17],""1"":[34,20],""2"":[20,34],""3"":[20,34]}},""updates"":182}"
