variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,accuracy,balanced_accuracy,macro_f1,weighted_f1,severe_error_rate,confusion_0_0,confusion_0_1,confusion_0_2,confusion_0_3,confusion_1_0,confusion_1_1,confusion_1_2,confusion_1_3,confusion_2_0,confusion_2_1,confusion_2_2,confusion_2_3,confusion_3_0,confusion_3_1,confusion_3_2,confusion_3_3
multicentroid,4,1000,42,51,50,"{""centroids_per_class"":3}",0.05,0.8571428571428571,0.8571428571428571,0.8536962139085496,0.8536962139085496,0.023809523809523808,20,1,0,0,3,17,1,0,2,4,14,1,0,0,0,21
multicentroid,4,1000,43,51,50,"{""centroids_per_class"":3}",0.05,0.7857142857142857,0.7857142857142858,0.7853631526348486,0.7853631526348486,0.023809523809523808,15,6,0,0,3,13,5,0,2,2,17,0,0,0,0,21
multicentroid,4,1000,44,51,50,"{""centroids_per_class"":3}",0.05,0.8690476190476191,0.8690476190476191,0.8701355190232845,0.8701355190232845,0.03571428571428571,19,2,0,0,3,18,0,0,2,2,16,1,1,0,0,20
multicentroid,4,1000,45,51,50,"{""centroids_per_class"":3}",0.05,0.8928571428571429,0.8928571428571428,0.8952502191512401,0.8952502191512401,0.023809523809523808,18,3,0,0,3,18,0,0,1,1,19,0,1,0,0,20
multicentroid,4,1000,46,51,50,"{""centroids_per_class"":3}",0.05,0.8333333333333334,0.8333333333333334,0.8334558346944595,0.8334558346944595,0.023809523809523808,17,4,0,0,6,14,1,0,2,0,18,1,0,0,0,21
multicentroid,4,2000,42,51,50,"{""centroids_per_class"":3}",0.05,0.8690476190476191,0.8690476190476191,0.8666610059431091,0.8666610059431091,0.023809523809523808,20,1,0,0,3,17,1,0,2,3,15,1,0,0,0,21
multicentroid,4,2000,43,51,50,"{""centroids_per_class"":3}",0.05,0.8452380952380952,0.8452380952380952,0.8446849378641779,0.8446849378641778,0.023809523809523808,17,4,0,0,1,17,3,0,2,2,16,1,0,0,0,21
multicentroid,4,2000,44,51,50,"{""centroids_per_class"":3}",0.05,0.8690476190476191,0.8690476190476191,0.8704328617119315,0.8704328617119315,0.011904761904761904,18,3,0,0,3,17,1,0,1,3,17,0,0,0,0,21
multicentroid,4,2000,45,51,50,"{""centroids_per_class"":3}",0.05,0.8690476190476191,0.8690476190476191,0.8706521739130435,0.8706521739130435,0.011904761904761904,15,6,0,0,3,18,0,0,1,1,19,0,0,0,0,21
multicentroid,4,2000,46,51,50,"{""centroids_per_class"":3}",0.05,0.8214285714285714,0.8214285714285714,0.8237562999949248,0.8237562999949248,0.023809523809523808,15,6,0,0,4,17,0,0,2,2,16,1,0,0,0,21
multicentroid,4,5000,42,51,50,"{""centroids_per_class"":3}",0.05,0.8452380952380952,0.8452380952380952,0.8448366555924696,0.8448366555924695,0.023809523809523808,17,4,0,0,3,16,2,0,2,1,17,1,0,0,0,21
multicentroid,4,5000,43,51,50,"{""centroids_per_class"":3}",0.05,0.8333333333333334,0.8333333333333333,0.8308513531891745,0.8308513531891745,0.011904761904761904,20,1,0,0,3,15,3,0,1,6,14,0,0,0,0,21
multicentroid,4,5000,44,51,50,"{""centroids_per_class"":3}",0.05,0.8452380952380952,0.8452380952380951,0.8448639774859288,0.8448639774859286,0.03571428571428571,20,1,0,0,4,15,2,0,2,3,16,0,1,0,0,20
multicentroid,4,5000,45,51,50,"{""centroids_per_class"":3}",0.05,0.8571428571428571,0.8571428571428571,0.8593980343980344,0.8593980343980344,0.023809523809523808,18,3,0,0,4,17,0,0,2,3,16,0,0,0,0,21
multicentroid,4,5000,46,51,50,"{""centroids_per_class"":3}",0.05,0.8452380952380952,0.8452380952380952,0.8486196110431117,0.8486196110431117,0.023809523809523808,16,5,0,0,4,17,0,0,2,2,17,0,0,0,0,21
multicentroid,4,10000,42,51,50,"{""centroids_per_class"":3}",0.05,0.8452380952380952,0.8452380952380952,0.8457927731183545,0.8457927731183545,0.023809523809523808,16,5,0,0,3,17,1,0,2,1,17,1,0,0,0,21
multicentroid,4,10000,43,51,50,"{""centroids_per_class"":3}",0.05,0.8095238095238095,0.8095238095238095,0.8105634261308888,0.8105634261308887,0.023809523809523808,14,7,0,0,3,17,1,0,2,2,16,1,0,0,0,21
multicentroid,4,10000,44,51,50,"{""centroids_per_class"":3}",0.05,0.7857142857142857,0.7857142857142857,0.788453692370461,0.788453692370461,0.03571428571428571,15,6,0,0,4,15,2,0,3,3,15,0,0,0,0,21
multicentroid,4,10000,45,51,50,"{""centroids_per_class"":3}",0.05,0.8452380952380952,0.8452380952380952,0.8484786687331756,0.8484786687331758,0.011904761904761904,15,6,0,0,4,17,0,0,1,2,18,0,0,0,0,21
multicentroid,4,10000,46,51,50,"{""centroids_per_class"":3}",0.05,0.8809523809523809,0.8809523809523809,0.8819264069264069,0.881926406926407,0.023809523809523808,18,3,0,0,3,17,1,0,2,1,18,0,0,0,0,21
