variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,inner_fold,temperature,bounded_mae,bounded_rmse,model_seconds,model_bytes
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,1,0.05,0.7066873404790092,0.8195748798159612,0.0512217000068631,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,1,0.1,0.8443003907565153,0.957090218755605,0.0512217000068631,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,1,0.2,0.9219987025461859,1.0359073003990615,0.0512217000068631,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,1,0.5,0.9708472058853677,1.08656411329361,0.0512217000068631,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,1,1.0,0.9874537074836913,1.104029140039392,0.0512217000068631,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,1,2.0,0.9958109151665817,1.1128710522152487,0.0512217000068631,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,2,0.05,0.5955877364727952,0.7080338542503729,0.05591910000657663,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,2,0.1,0.762405190953921,0.8773825628252843,0.05591910000657663,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,2,0.2,0.8755002270040081,0.9893450431751463,0.05591910000657663,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,2,0.5,0.9490948756953267,1.0646486132671846,0.05591910000657663,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,2,1.0,0.9743931988119473,1.0910326713478766,0.05591910000657663,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,2,2.0,0.9871612572987568,1.1044572761668112,0.05591910000657663,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,3,0.05,0.7206921262475939,0.82358569722872,0.05686229999992065,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,3,0.1,0.8504395377962346,0.9565548973630348,0.05686229999992065,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,3,0.2,0.9230305158778503,1.0336178258294224,0.05686229999992065,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,3,0.5,0.9687622162391107,1.083375741455811,0.05686229999992065,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,3,1.0,0.9843147598879185,1.1005567530110043,0.05686229999992065,48000
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,3,2.0,0.9921417307669487,1.109258494433099,0.05686229999992065,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,1,0.05,0.6857284942098167,0.8060875706850634,0.052846599981421605,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,1,0.1,0.8296151706528987,0.9464176809800545,0.052846599981421605,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,1,0.2,0.9136168919329555,1.0292469716107098,0.052846599981421605,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,1,0.5,0.9672562003194017,1.0835357300050228,0.052846599981421605,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,1,1.0,0.9856211690954789,1.1024512600692622,0.052846599981421605,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,1,2.0,0.9948857398944752,1.1120660001646638,0.052846599981421605,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,2,0.05,0.582145551356516,0.6924965415103428,0.0546473000140395,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,2,0.1,0.7265326467665377,0.8476066421880598,0.0546473000140395,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,2,0.2,0.850887948983369,0.9669387042953431,0.0546473000140395,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,2,0.5,0.9381109429367629,1.0538773507739443,0.0546473000140395,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,2,1.0,0.968733179884412,1.0853661432933632,0.0546473000140395,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,2,2.0,0.9842920638784155,1.1015569218146715,0.0546473000140395,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,3,0.05,0.7073649459928325,0.8025577709455343,0.05431099998531863,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,3,0.1,0.8355300666532679,0.9358250638959199,0.05431099998531863,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,3,0.2,0.913127216711633,1.0196154617596151,0.05431099998531863,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,3,0.5,0.9641873023024913,1.0767463930024126,0.05431099998531863,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,3,1.0,0.981926736806817,1.097059560669931,0.05431099998531863,48000
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,3,2.0,0.9909229757089316,1.1074634345022962,0.05431099998531863,48000
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,1,0.05,0.6839403223114384,0.7960490660219333,0.05122299998765811,48000
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,1,0.1,0.833111287643445,0.942605622998494,0.05122299998765811,48000
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,1,0.2,0.9168269814208002,1.0286269310813547,0.05122299998765811,48000
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,1,0.5,0.9689254624863143,1.083765733899707,0.05122299998765811,48000
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,1,1.0,0.9865200717104085,1.1026597698249438,0.05122299998765811,48000
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,1,2.0,0.9953510912944787,1.1121948190067428,0.05122299998765811,48000
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,2,0.05,0.59253117487767,0.703008493250139,0.0524472999968566,48000
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,2,0.1,0.7558027152381236,0.8689151436050068,0.0524472999968566,48000
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,2,0.2,0.8704102050565469,0.9827034787648179,0.0524472999968566,48000
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,2,0.5,0.9466160158082028,1.061252924312347,0.0524472999968566,48000
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,2,1.0,0.9730839775941424,1.0891991516633908,0.0524472999968566,48000
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,2,2.0,0.986489917782894,1.103505651312931,0.0524472999968566,48000
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,3,0.05,0.6991923299480219,0.8076789972382163,0.0527787999890279,48000
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,3,0.1,0.8359524229043076,0.9433087179748169,0.0527787999890279,48000
