variant,outer_fold,inner_fold,candidate_id,dimension,epochs,learning_rate,margin_threshold,levels,feature_k,seed,macro_f1,balanced_accuracy,accuracy,severe_error_rate,recall_class_0,recall_class_1,recall_class_2,recall_class_3,training_seconds,inference_seconds,preprocessing_seconds_shared,encoding_seconds_shared,model_bytes,model_dtype,sample_hv_dtype,subject_overlap_count,training_info_json
onlinehd,1,1,candidate_001,2000,1,0.05,0.0,51,50,42,0.8591409429766284,0.8593159065628476,0.8571428571428571,0.05042016806722689,1.0,0.7096774193548387,0.8275862068965517,0.9,0.015649400011170655,0.017801999987568706,0.0412720000022091,0.2852584999927785,32000,float32,int8,0,"{""epochs"":1,""updates"":100}"
onlinehd,1,2,candidate_001,2000,1,0.05,0.0,51,50,42,0.6837606837606838,0.6944444444444444,0.6944444444444444,0.018518518518518517,0.37037037037037035,0.8148148148148148,0.5925925925925926,1.0,0.016397400002460927,0.0004516999761108309,0.04426779999630526,0.2784842999826651,32000,float32,int8,0,"{""epochs"":1,""updates"":103}"
onlinehd,1,3,candidate_001,2000,1,0.05,0.0,51,50,42,0.8392250972038207,0.8425925925925927,0.8425925925925926,0.018518518518518517,0.8148148148148148,0.6296296296296297,1.0,0.9259259259259259,0.01586040001711808,0.0005273999995552003,0.03571300001931377,0.2814496000064537,32000,float32,int8,0,"{""epochs"":1,""updates"":97}"
onlinehd,1,1,candidate_002,2000,1,0.05,0.1,51,50,42,0.8119478095877628,0.8189933259176863,0.8151260504201681,0.008403361344537815,0.896551724137931,0.5483870967741935,0.9310344827586207,0.9,0.015821800014236942,0.0010405999782960862,0.0412720000022091,0.2852584999927785,32000,float32,int8,0,"{""epochs"":1,""updates"":145}"
onlinehd,1,2,candidate_002,2000,1,0.05,0.1,51,50,42,0.575595238095238,0.6481481481481481,0.6481481481481481,0.08333333333333333,0.9629629629629629,0.037037037037037035,0.6296296296296297,0.9629629629629629,0.01655679999385029,0.0003955999854952097,0.04426779999630526,0.2784842999826651,32000,float32,int8,0,"{""epochs"":1,""updates"":150}"
onlinehd,1,3,candidate_002,2000,1,0.05,0.1,51,50,42,0.37162276975361086,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.016603700001724064,0.0004400000034365803,0.03571300001931377,0.2814496000064537,32000,float32,int8,0,"{""epochs"":1,""updates"":144}"
onlinehd,1,1,candidate_003,2000,1,0.1,0.0,51,50,42,0.5977069953594745,0.664692250648869,0.6554621848739496,0.04201680672268908,1.0,0.06451612903225806,0.8275862068965517,0.7666666666666667,0.015508599986787885,0.0005944000149611384,0.0412720000022091,0.2852584999927785,32000,float32,int8,0,"{""epochs"":1,""updates"":102}"
onlinehd,1,2,candidate_003,2000,1,0.1,0.0,51,50,42,0.6138722061342687,0.6388888888888888,0.6388888888888888,0.1111111111111111,0.37037037037037035,0.4074074074074074,0.8148148148148148,0.9629629629629629,0.016183999978238717,0.00043080002069473267,0.04426779999630526,0.2784842999826651,32000,float32,int8,0,"{""epochs"":1,""updates"":106}"
onlinehd,1,3,candidate_003,2000,1,0.1,0.0,51,50,42,0.6847231622147023,0.6851851851851851,0.6851851851851852,0.12037037037037036,0.4074074074074074,0.48148148148148145,1.0,0.8518518518518519,0.015664700011257082,0.0009065999765880406,0.03571300001931377,0.2814496000064537,32000,float32,int8,0,"{""epochs"":1,""updates"":100}"
onlinehd,1,1,candidate_004,2000,1,0.1,0.1,51,50,42,0.6516380668272272,0.7224694104560623,0.7142857142857143,0.03361344537815126,1.0,0.0967741935483871,0.7931034482758621,1.0,0.015669900021748617,0.00041039998177438974,0.0412720000022091,0.2852584999927785,32000,float32,int8,0,"{""epochs"":1,""updates"":129}"
onlinehd,1,2,candidate_004,2000,1,0.1,0.1,51,50,42,0.6598665660409002,0.6666666666666666,0.6666666666666666,0.05555555555555555,0.5555555555555556,0.5925925925925926,0.5185185185185185,1.0,0.01676579998456873,0.0004312999953981489,0.04426779999630526,0.2784842999826651,32000,float32,int8,0,"{""epochs"":1,""updates"":130}"
onlinehd,1,3,candidate_004,2000,1,0.1,0.1,51,50,42,0.7075048017626805,0.75,0.75,0.037037037037037035,0.8518518518518519,0.2222222222222222,0.9259259259259259,1.0,0.017141399992397055,0.0003927999932784587,0.03571300001931377,0.2814496000064537,32000,float32,int8,0,"{""epochs"":1,""updates"":155}"
onlinehd,1,1,candidate_005,2000,3,0.05,0.0,51,50,42,0.6905984917711996,0.7102428624397479,0.7058823529411765,0.07563025210084033,0.6551724137931034,0.3225806451612903,0.896551724137931,0.9666666666666667,0.04464619999635033,0.0004070999857503921,0.0412720000022091,0.2852584999927785,32000,float32,int8,0,"{""epochs"":3,""updates"":272}"
