variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,inner_fold,temperature,bounded_mae,bounded_rmse,model_seconds,model_bytes
multicentroid,1,1000,42,51,50,"{""centroids_per_class"":2}",0.05,1,0.05,0.6308495782008237,0.7277233868906589,0.12190739999641664,32000
multicentroid,1,1000,42,51,50,"{""centroids_per_class"":2}",0.05,1,0.1,0.7908003585153872,0.8963807397152654,0.12190739999641664,32000
multicentroid,1,1000,42,51,50,"{""centroids_per_class"":2}",0.05,1,0.2,0.8886644675259215,0.999103884886644,0.12190739999641664,32000
multicentroid,1,1000,42,51,50,"{""centroids_per_class"":2}",0.05,1,0.5,0.9519608024138099,1.0667168663370503,0.12190739999641664,32000
multicentroid,1,1000,42,51,50,"{""centroids_per_class"":2}",0.05,1,1.0,0.9737312329143071,1.0902489296450013,0.12190739999641664,32000
multicentroid,1,1000,42,51,50,"{""centroids_per_class"":2}",0.05,1,2.0,0.9847294668501831,1.1021987309260806,0.12190739999641664,32000
multicentroid,1,1000,42,51,50,"{""centroids_per_class"":2}",0.05,2,0.05,0.6753179183120799,0.8117838452685656,0.04277189998538233,32000
multicentroid,1,1000,42,51,50,"{""centroids_per_class"":2}",0.05,2,0.1,0.7831855312501648,0.9093140587998181,0.04277189998538233,32000
multicentroid,1,1000,42,51,50,"{""centroids_per_class"":2}",0.05,2,0.2,0.8814314785492084,0.9978626202955593,0.04277189998538233,32000
multicentroid,1,1000,42,51,50,"{""centroids_per_class"":2}",0.05,2,0.5,0.9514754919493283,1.0665139649444344,0.04277189998538233,32000
multicentroid,1,1000,42,51,50,"{""centroids_per_class"":2}",0.05,2,1.0,0.9755974193529461,1.0917500558081117,0.04277189998538233,32000
multicentroid,1,1000,42,51,50,"{""centroids_per_class"":2}",0.05,2,2.0,0.9877679730045889,1.10476656741721,0.04277189998538233,32000
multicentroid,1,1000,42,51,50,"{""centroids_per_class"":2}",0.05,3,0.05,0.6368963468690437,0.7363746455332758,0.04271270000026561,32000
multicentroid,1,1000,42,51,50,"{""centroids_per_class"":2}",0.05,3,0.1,0.7815478652582541,0.8965768434672722,0.04271270000026561,32000
