variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,mae_raw,mae_bounded,rmse_bounded,r2_bounded,spearman_bounded
multicentroid,4,1000,42,51,50,"{""centroids_per_class"":3}",0.05,0.7103466300933259,0.7103466300933259,0.8041824883450955,0.4826324203512722,0.9129822007777173
multicentroid,4,1000,43,51,50,"{""centroids_per_class"":3}",0.05,0.7380090344974269,0.7380090344974269,0.8271944910856185,0.45259941913408364,0.9068341724896518
multicentroid,4,1000,44,51,50,"{""centroids_per_class"":3}",0.05,0.7043000588477679,0.7043000588477679,0.8013499053065477,0.48627066341214964,0.9366960241745412
multicentroid,4,1000,45,51,50,"{""centroids_per_class"":3}",0.05,0.7342895995438482,0.7342895995438482,0.8362716391056614,0.44051979650202433,0.9353785895413843
multicentroid,4,1000,46,51,50,"{""centroids_per_class"":3}",0.05,0.7345287688737001,0.7345287688737001,0.8359029633632603,0.4410129886724159,0.9020035788347432
multicentroid,4,2000,42,51,50,"{""centroids_per_class"":3}",0.05,0.7267652174355611,0.7267652174355611,0.8233488923210217,0.4576772812109974,0.9292305612533188
multicentroid,4,2000,43,51,50,"{""centroids_per_class"":3}",0.05,0.726250907997104,0.726250907997104,0.8130440458714642,0.47116750357836845,0.9265956919870051
multicentroid,4,2000,44,51,50,"{""centroids_per_class"":3}",0.05,0.6986395139149535,0.6986395139149535,0.7951534497625801,0.49418479306453433,0.9217650983320965
multicentroid,4,2000,45,51,50,"{""centroids_per_class"":3}",0.05,0.7383388509546106,0.7383388509546106,0.8380286606822729,0.43816637110006074,0.9033210134679001
multicentroid,4,2000,46,51,50,"{""centroids_per_class"":3}",0.05,0.7061453942298968,0.7061453942298968,0.8020192381021501,0.48541211337123724,0.9261565471092861
multicentroid,4,5000,42,51,50,"{""centroids_per_class"":3}",0.05,0.7162816201848323,0.7162816201848323,0.811252900487395,0.47349498516063115,0.9314262856419137
multicentroid,4,5000,43,51,50,"{""centroids_per_class"":3}",0.05,0.728235903254172,0.728235903254172,0.8221256825015122,0.4592874897371383,0.9116647661445604
multicentroid,4,5000,44,51,50,"{""centroids_per_class"":3}",0.05,0.7154531828946362,0.7154531828946362,0.8109895391476515,0.4738367739144639,0.9331828651527896
multicentroid,4,5000,45,51,50,"{""centroids_per_class"":3}",0.05,0.7153313073341495,0.7153313073341495,0.814266947299748,0.46957547082811957,0.9195693739435017
multicentroid,4,5000,46,51,50,"{""centroids_per_class"":3}",0.05,0.6974212014380017,0.6974212014380017,0.7916810209659425,0.4985929288338583,0.9314262856419137
multicentroid,4,10000,42,51,50,"{""centroids_per_class"":3}",0.05,0.7167764866258156,0.7167764866258156,0.8112223137146125,0.47353468618520866,0.9243999675984104
multicentroid,4,10000,43,51,50,"{""centroids_per_class"":3}",0.05,0.7208269513405463,0.7208269513405463,0.8152442613146141,0.46830143551487136,0.9419657627071686
multicentroid,4,10000,44,51,50,"{""centroids_per_class"":3}",0.05,0.7187515813034114,0.7187515813034114,0.8173878816948222,0.46550164068676103,0.9182519393103448
multicentroid,4,10000,45,51,50,"{""centroids_per_class"":3}",0.05,0.7199449829900841,0.7199449829900841,0.8119601056623177,0.47257662945027035,0.9274739817424431
multicentroid,4,10000,46,51,50,"{""centroids_per_class"":3}",0.05,0.7050284212118795,0.7050284212118795,0.8024146045045017,0.4849046419823072,0.9309871407641948
