variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,accuracy,balanced_accuracy,macro_f1,weighted_f1,severe_error_rate,confusion_0_0,confusion_0_1,confusion_0_2,confusion_0_3,confusion_1_0,confusion_1_1,confusion_1_2,confusion_1_3,confusion_2_0,confusion_2_1,confusion_2_2,confusion_2_3,confusion_3_0,confusion_3_1,confusion_3_2,confusion_3_3
hybrid,1,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.75,0.75,0.7479814283436952,0.7479814283436952,0.03571428571428571,16,2,3,0,4,10,7,0,0,3,18,0,0,0,2,19
hybrid,1,1000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.75,0.75,0.7501808057594254,0.7501808057594255,0.05952380952380952,12,8,1,0,0,14,6,1,2,1,18,0,0,1,1,19
hybrid,1,1000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7142857142857143,0.7142857142857143,0.71835327980609,0.71835327980609,0.011904761904761904,12,8,1,0,2,13,6,0,0,4,16,1,0,0,2,19
hybrid,1,1000,45,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.8452380952380952,0.8452380952380951,0.8440321053928243,0.8440321053928243,0.05952380952380952,16,2,2,1,1,16,2,2,0,2,19,0,0,0,1,20
hybrid,1,1000,46,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7738095238095238,0.7738095238095238,0.7722431077694235,0.7722431077694235,0.047619047619047616,15,3,2,1,3,13,5,0,1,1,18,1,0,0,2,19
hybrid,1,2000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7380952380952381,0.738095238095238,0.7307437932437932,0.7307437932437933,0.03571428571428571,14,4,3,0,4,9,8,0,0,1,20,0,0,0,2,19
hybrid,1,2000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7857142857142857,0.7857142857142857,0.78339650626236,0.78339650626236,0.03571428571428571,14,5,2,0,2,13,5,1,0,1,20,0,0,0,2,19
hybrid,1,2000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7738095238095238,0.7738095238095237,0.7750265111346766,0.7750265111346766,0.011904761904761904,16,4,1,0,3,12,6,0,0,4,17,0,0,0,1,20
hybrid,1,2000,45,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7380952380952381,0.738095238095238,0.7417701863354038,0.7417701863354037,0.023809523809523808,15,4,2,0,4,12,5,0,0,5,16,0,0,0,2,19
hybrid,1,2000,46,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7976190476190477,0.7976190476190476,0.8017712550607288,0.8017712550607288,0.03571428571428571,16,2,3,0,1,13,7,0,0,2,19,0,0,0,2,19
hybrid,1,5000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7976190476190477,0.7976190476190476,0.7970606629143215,0.7970606629143214,0.023809523809523808,17,3,1,0,2,12,7,0,1,0,20,0,0,0,3,18
hybrid,1,5000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7380952380952381,0.738095238095238,0.7303728458001488,0.7303728458001488,0.03571428571428571,15,4,2,0,5,9,7,0,1,0,20,0,0,0,3,18
hybrid,1,5000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7261904761904762,0.7261904761904762,0.7287170682226379,0.7287170682226379,0.023809523809523808,12,7,2,0,1,16,4,0,0,5,14,2,0,0,2,19
hybrid,1,5000,45,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7857142857142857,0.7857142857142857,0.7860080915747159,0.786008091574716,0.05952380952380952,15,3,2,1,1,15,4,1,1,2,17,1,0,0,2,19
hybrid,1,5000,46,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7976190476190477,0.7976190476190477,0.7957565532721517,0.7957565532721516,0.03571428571428571,16,4,1,0,2,14,3,2,0,2,17,2,0,0,1,20
hybrid,1,10000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7976190476190477,0.7976190476190476,0.7969792353328939,0.7969792353328938,0.023809523809523808,17,2,2,0,3,12,6,0,0,2,19,0,0,0,2,19
hybrid,1,10000,43,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7976190476190477,0.7976190476190476,0.7967034873324988,0.7967034873324988,0.03571428571428571,16,3,2,0,1,12,7,1,0,1,20,0,0,0,2,19
hybrid,1,10000,44,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7976190476190477,0.7976190476190476,0.8007796257796258,0.8007796257796258,0.023809523809523808,15,4,2,0,1,14,6,0,0,1,20,0,0,0,3,18
hybrid,1,10000,45,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.8333333333333334,0.8333333333333334,0.8322586328400283,0.8322586328400282,0.023809523809523808,15,5,1,0,0,16,4,1,0,1,18,2,0,0,0,21
hybrid,1,10000,46,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,0.7857142857142857,0.7857142857142857,0.788750862663906,0.7887508626639061,0.03571428571428571,14,5,2,0,0,16,4,1,0,3,17,1,0,0,2,19
