variant,outer_fold,inner_fold,candidate_id,dimension,centroids_per_class,epochs,learning_rate,margin_threshold,levels,feature_k,seed,macro_f1,balanced_accuracy,accuracy,severe_error_rate,recall_class_0,recall_class_1,recall_class_2,recall_class_3,training_seconds,inference_seconds,preprocessing_seconds_shared,encoding_seconds_shared,model_bytes,model_dtype,sample_hv_dtype,subject_overlap_count,training_info_json
hybrid,1,1,candidate_001,2000,2,1,0.05,0.0,51,50,42,0.883107090449948,0.8840470893585466,0.8823529411764706,0.03361344537815126,0.9655172413793104,0.7419354838709677,0.8620689655172413,0.9666666666666667,0.30911420000484213,0.0006610999989788979,0.039157899998826906,0.2617632999899797,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[23,31],""1"":[39,15],""2"":[21,33],""3"":[42,12]}},""updates"":36}"
hybrid,1,2,candidate_001,2000,2,1,0.05,0.0,51,50,42,0.7173297475739208,0.7222222222222222,0.7222222222222222,0.05555555555555555,0.7037037037037037,0.5555555555555556,0.7037037037037037,0.9259259259259259,0.14274840001598932,0.0005004999984521419,0.03904050000710413,0.2625028000038583,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[24,32],""1"":[18,40],""2"":[20,36],""3"":[13,44]}},""updates"":68}"
hybrid,1,3,candidate_001,2000,2,1,0.05,0.0,51,50,42,0.8529887045408462,0.8518518518518519,0.8518518518518519,0.009259259259259259,0.7407407407407407,0.8888888888888888,0.9259259259259259,0.8518518518518519,0.14002329998766072,0.00046889999066479504,0.03336259999196045,0.2625617999874521,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[27,29],""1"":[15,43],""2"":[35,21],""3"":[15,42]}},""updates"":51}"
hybrid,1,1,candidate_002,2000,2,1,0.05,0.1,51,50,42,0.874253285543608,0.8745828698553949,0.8739495798319328,0.008403361344537815,0.9310344827586207,0.7741935483870968,0.7931034482758621,1.0,0.16793469997355714,0.0006433000089600682,0.039157899998826906,0.2617632999899797,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[23,31],""1"":[39,15],""2"":[21,33],""3"":[42,12]}},""updates"":189}"
hybrid,1,2,candidate_002,2000,2,1,0.05,0.1,51,50,42,0.6391107078039927,0.6388888888888888,0.6388888888888888,0.05555555555555555,0.5555555555555556,0.5185185185185185,0.6296296296296297,0.8518518518518519,0.08514710000599734,0.00047709999489597976,0.03904050000710413,0.2625028000038583,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[24,32],""1"":[18,40],""2"":[20,36],""3"":[13,44]}},""updates"":199}"
hybrid,1,3,candidate_002,2000,2,1,0.05,0.1,51,50,42,0.8535715115198811,0.8518518518518519,0.8518518518518519,0.0,0.6666666666666666,0.9259259259259259,0.8888888888888888,0.9259259259259259,0.08402120001846924,0.0004684999876189977,0.03336259999196045,0.2625617999874521,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[27,29],""1"":[15,43],""2"":[35,21],""3"":[15,42]}},""updates"":201}"
hybrid,1,1,candidate_003,2000,2,1,0.1,0.0,51,50,42,0.8431833467850417,0.8409436410826845,0.8403361344537815,0.04201680672268908,0.7931034482758621,0.7419354838709677,0.8620689655172413,0.9666666666666667,0.16619009998976253,0.0005387999990489334,0.039157899998826906,0.2617632999899797,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[23,31],""1"":[39,15],""2"":[21,33],""3"":[42,12]}},""updates"":67}"
hybrid,1,2,candidate_003,2000,2,1,0.1,0.0,51,50,42,0.6902201257861635,0.6944444444444444,0.6944444444444444,0.06481481481481481,0.6296296296296297,0.5555555555555556,0.6666666666666666,0.9259259259259259,0.08358150001731701,0.00047279999125748873,0.03904050000710413,0.2625028000038583,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[24,32],""1"":[18,40],""2"":[20,36],""3"":[13,44]}},""updates"":83}"
hybrid,1,3,candidate_003,2000,2,1,0.1,0.0,51,50,42,0.8894982081901587,0.8888888888888888,0.8888888888888888,0.0,0.8148148148148148,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.08223060000455007,0.00046919999294914305,0.03336259999196045,0.2625617999874521,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[27,29],""1"":[15,43],""2"":[35,21],""3"":[15,42]}},""updates"":66}"
hybrid,1,1,candidate_004,2000,2,1,0.1,0.1,51,50,42,0.7515303845091079,0.7364200964034112,0.7394957983193278,0.05042016806722689,0.6551724137931034,0.8709677419354839,0.5862068965517241,0.8333333333333334,0.16782230001990683,0.0005395000043790787,0.039157899998826906,0.2617632999899797,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[23,31],""1"":[39,15],""2"":[21,33],""3"":[42,12]}},""updates"":185}"
hybrid,1,2,candidate_004,2000,2,1,0.1,0.1,51,50,42,0.5975702108800509,0.6018518518518519,0.6018518518518519,0.1111111111111111,0.7037037037037037,0.4444444444444444,0.48148148148148145,0.7777777777777778,0.08488900001975708,0.00045849999878555536,0.03904050000710413,0.2625028000038583,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[24,32],""1"":[18,40],""2"":[20,36],""3"":[13,44]}},""updates"":183}"
hybrid,1,3,candidate_004,2000,2,1,0.1,0.1,51,50,42,0.8554223274405768,0.8518518518518519,0.8518518518518519,0.009259259259259259,0.8518518518518519,0.8888888888888888,0.8148148148148148,0.8518518518518519,0.08381100001861341,0.00046129999100230634,0.03336259999196045,0.2625617999874521,64000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[27,29],""1"":[15,43],""2"":[35,21],""3"":[15,42]}},""updates"":197}"
hybrid,1,1,candidate_005,2000,2,3,0.05,0.0,51,50,42,0.8914259692948218,0.8912680756395995,0.8907563025210085,0.01680672268907563,0.9310344827586207,0.8064516129032258,0.8275862068965517,1.0,0.2122263000055682,0.0005360999784898013,0.039157899998826906,0.2617632999899797,64000,float32,int8,0,"{""epochs"":3,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[23,31],""1"":[39,15],""2"":[21,33],""3"":[42,12]}},""updates"":77}"
hybrid,1,2,candidate_005,2000,2,3,0.05,0.0,51,50,42,0.7475892528524107,0.75,0.75,0.037037037037037035,0.7037037037037037,0.6296296296296297,0.7777777777777778,0.8888888888888888,0.13096620002761483,0.0004639000107999891,0.03904050000710413,0.2625028000038583,64000,float32,int8,0,"{""epochs"":3,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[24,32],""1"":[18,40],""2"":[20,36],""3"":[13,44]}},""updates"":131}"
hybrid,1,3,candidate_005,2000,2,3,0.05,0.0,51,50,42,0.8624675324675324,0.8611111111111112,0.8611111111111112,0.018518518518518517,0.8518518518518519,0.8518518518518519,0.8888888888888888,0.8518518518518519,0.1304406000126619,0.00046529999235644937,0.03336259999196045,0.2625617999874521,64000,float32,int8,0,"{""epochs"":3,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[27,29],""1"":[15,43],""2"":[35,21],""3"":[15,42]}},""updates"":121}"
hybrid,1,1,candidate_006,2000,2,3,0.05,0.1,51,50,42,0.8740641711229946,0.8756952169076752,0.8739495798319328,0.03361344537815126,0.9655172413793104,0.7096774193548387,0.8275862068965517,1.0,0.216565000009723,0.000534399994648993,0.039157899998826906,0.2617632999899797,64000,float32,int8,0,"{""epochs"":3,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[23,31],""1"":[39,15],""2"":[21,33],""3"":[42,12]}},""updates"":469}"
hybrid,1,2,candidate_006,2000,2,3,0.05,0.1,51,50,42,0.7004943317008858,0.7037037037037037,0.7037037037037037,0.046296296296296294,0.6666666666666666,0.5555555555555556,0.7037037037037037,0.8888888888888888,0.13623100001132116,0.00047729999641887844,0.03904050000710413,0.2625028000038583,64000,float32,int8,0,"{""epochs"":3,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[24,32],""1"":[18,40],""2"":[20,36],""3"":[13,44]}},""updates"":501}"
hybrid,1,3,candidate_006,2000,2,3,0.05,0.1,51,50,42,0.8903220062494256,0.8888888888888888,0.8888888888888888,0.018518518518518517,0.8518518518518519,0.9629629629629629,0.7777777777777778,0.9629629629629629,0.13984150002943352,0.0005403000104706734,0.03336259999196045,0.2625617999874521,64000,float32,int8,0,"{""epochs"":3,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[27,29],""1"":[15,43],""2"":[35,21],""3"":[15,42]}},""updates"":513}"
hybrid,1,1,candidate_007,2000,2,3,0.1,0.0,51,50,42,0.8899943887001696,0.8918242491657397,0.8907563025210085,0.025210084033613446,0.9655172413793104,0.7741935483870968,0.8275862068965517,1.0,0.21167489999788813,0.0005331000138539821,0.039157899998826906,0.2617632999899797,64000,float32,int8,0,"{""epochs"":3,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[23,31],""1"":[39,15],""2"":[21,33],""3"":[42,12]}},""updates"":118}"
hybrid,1,2,candidate_007,2000,2,3,0.1,0.0,51,50,42,0.7385392194012883,0.7407407407407408,0.7407407407407407,0.037037037037037035,0.6296296296296297,0.6666666666666666,0.7407407407407407,0.9259259259259259,0.13165660001686774,0.0005004999984521419,0.03904050000710413,0.2625028000038583,64000,float32,int8,0,"{""epochs"":3,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[24,32],""1"":[18,40],""2"":[20,36],""3"":[13,44]}},""updates"":167}"
hybrid,1,3,candidate_007,2000,2,3,0.1,0.0,51,50,42,0.7273874609937743,0.7222222222222222,0.7222222222222222,0.009259259259259259,0.5185185185185185,0.8518518518518519,0.5925925925925926,0.9259259259259259,0.13181379999150522,0.000467999983811751,0.03336259999196045,0.2625617999874521,64000,float32,int8,0,"{""epochs"":3,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[27,29],""1"":[15,43],""2"":[35,21],""3"":[15,42]}},""updates"":155}"
hybrid,1,1,candidate_008,2000,2,3,0.1,0.1,51,50,42,0.8802225871191389,0.8843159065628476,0.8823529411764706,0.01680672268907563,0.9310344827586207,0.7096774193548387,0.896551724137931,1.0,0.21672859997488558,0.0005295999872032553,0.039157899998826906,0.2617632999899797,64000,float32,int8,0,"{""epochs"":3,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[23,31],""1"":[39,15],""2"":[21,33],""3"":[42,12]}},""updates"":417}"
hybrid,1,2,candidate_008,2000,2,3,0.1,0.1,51,50,42,0.698841056310693,0.7129629629629629,0.7129629629629629,0.046296296296296294,0.7777777777777778,0.37037037037037035,0.7407407407407407,0.9629629629629629,0.13661180002964102,0.0005424999981187284,0.03904050000710413,0.2625028000038583,64000,float32,int8,0,"{""epochs"":3,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[24,32],""1"":[18,40],""2"":[20,36],""3"":[13,44]}},""updates"":452}"
hybrid,1,3,candidate_008,2000,2,3,0.1,0.1,51,50,42,0.8098212326835079,0.8148148148148148,0.8148148148148148,0.046296296296296294,0.5555555555555556,0.8148148148148148,0.9629629629629629,0.9259259259259259,0.1360491999948863,0.00047190001350827515,0.03336259999196045,0.2625617999874521,64000,float32,int8,0,"{""epochs"":3,""initialization"":{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[27,29],""1"":[15,43],""2"":[35,21],""3"":[15,42]}},""updates"":455}"
hybrid,1,1,candidate_009,2000,3,1,0.05,0.0,51,50,42,0.8410594730892966,0.8401001112347053,0.8403361344537815,0.01680672268907563,0.7931034482758621,0.7741935483870968,0.7931034482758621,1.0,0.16411620000144467,0.0006676999910268933,0.039157899998826906,0.2617632999899797,96000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":3,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[21,28,5],""1"":[7,21,26],""2"":[16,32,6],""3"":[9,30,15]}},""updates"":45}"
hybrid,1,2,candidate_009,2000,3,1,0.05,0.0,51,50,42,0.774072652761492,0.7777777777777778,0.7777777777777778,0.046296296296296294,0.7037037037037037,0.6296296296296297,0.8518518518518519,0.9259259259259259,0.17551760000060312,0.0005339999916031957,0.03904050000710413,0.2625028000038583,96000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":3,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[28,11,17],""1"":[24,14,20],""2"":[28,19,9],""3"":[14,34,9]}},""updates"":45}"
hybrid,1,3,candidate_009,2000,3,1,0.05,0.0,51,50,42,0.8796972718209009,0.8796296296296295,0.8796296296296297,0.009259259259259259,0.8888888888888888,0.7777777777777778,0.9629629629629629,0.8888888888888888,0.1750805999909062,0.0005540999991353601,0.03336259999196045,0.2625617999874521,96000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":3,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[25,16,15],""1"":[9,46,3],""2"":[26,9,21],""3"":[15,18,24]}},""updates"":38}"
hybrid,1,1,candidate_010,2000,3,1,0.05,0.1,51,50,42,0.8263394880294183,0.8225899147200594,0.8235294117647058,0.025210084033613446,0.6896551724137931,0.8064516129032258,0.8275862068965517,0.9666666666666667,0.09562380000716075,0.0006261999951675534,0.039157899998826906,0.2617632999899797,96000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":3,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[21,28,5],""1"":[7,21,26],""2"":[16,32,6],""3"":[9,30,15]}},""updates"":196}"
hybrid,1,2,candidate_010,2000,3,1,0.05,0.1,51,50,42,0.682592826239381,0.6851851851851851,0.6851851851851852,0.046296296296296294,0.5185185185185185,0.6296296296296297,0.7037037037037037,0.8888888888888888,0.10175110001000576,0.000534999999217689,0.03904050000710413,0.2625028000038583,96000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":3,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[28,11,17],""1"":[24,14,20],""2"":[28,19,9],""3"":[14,34,9]}},""updates"":196}"
hybrid,1,3,candidate_010,2000,3,1,0.05,0.1,51,50,42,0.9079953065802122,0.9074074074074073,0.9074074074074074,0.009259259259259259,0.8518518518518519,0.8888888888888888,0.9259259259259259,0.9629629629629629,0.10236160000204109,0.0005428000004030764,0.03336259999196045,0.2625617999874521,96000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":3,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[25,16,15],""1"":[9,46,3],""2"":[26,9,21],""3"":[15,18,24]}},""updates"":206}"
hybrid,1,1,candidate_011,2000,3,1,0.1,0.0,51,50,42,0.8756069419739435,0.8745828698553948,0.8739495798319328,0.01680672268907563,0.8620689655172413,0.7741935483870968,0.8620689655172413,1.0,0.09421389998169616,0.0006128000095486641,0.039157899998826906,0.2617632999899797,96000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":3,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[21,28,5],""1"":[7,21,26],""2"":[16,32,6],""3"":[9,30,15]}},""updates"":53}"
hybrid,1,2,candidate_011,2000,3,1,0.1,0.0,51,50,42,0.6542532775573573,0.6574074074074074,0.6574074074074074,0.05555555555555555,0.48148148148148145,0.5185185185185185,0.7037037037037037,0.9259259259259259,0.10008880001259968,0.0005393000028561801,0.03904050000710413,0.2625028000038583,96000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":3,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[28,11,17],""1"":[24,14,20],""2"":[28,19,9],""3"":[14,34,9]}},""updates"":79}"
hybrid,1,3,candidate_011,2000,3,1,0.1,0.0,51,50,42,0.8780779240278265,0.8796296296296295,0.8796296296296297,0.009259259259259259,0.7777777777777778,0.7777777777777778,1.0,0.9629629629629629,0.09999310001148842,0.0005305999948177487,0.03336259999196045,0.2625617999874521,96000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":3,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[25,16,15],""1"":[9,46,3],""2"":[26,9,21],""3"":[15,18,24]}},""updates"":61}"
hybrid,1,1,candidate_012,2000,3,1,0.1,0.1,51,50,42,0.760736994260292,0.7525120504263997,0.7563025210084033,0.0,0.5517241379310345,0.8709677419354839,0.6206896551724138,0.9666666666666667,0.09570750000420958,0.000616899982560426,0.039157899998826906,0.2617632999899797,96000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":3,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[21,28,5],""1"":[7,21,26],""2"":[16,32,6],""3"":[9,30,15]}},""updates"":189}"
hybrid,1,2,candidate_012,2000,3,1,0.1,0.1,51,50,42,0.6535246414575597,0.6666666666666666,0.6666666666666666,0.037037037037037035,0.3333333333333333,0.7407407407407407,0.6296296296296297,0.9629629629629629,0.10173520000535063,0.000537499989150092,0.03904050000710413,0.2625028000038583,96000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":3,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[28,11,17],""1"":[24,14,20],""2"":[28,19,9],""3"":[14,34,9]}},""updates"":192}"
hybrid,1,3,candidate_012,2000,3,1,0.1,0.1,51,50,42,0.8090666693050107,0.8055555555555555,0.8055555555555556,0.0,0.6666666666666666,0.8888888888888888,0.6666666666666666,1.0,0.10178579998319037,0.0005402000097092241,0.03336259999196045,0.2625617999874521,96000,float32,int8,0,"{""epochs"":1,""initialization"":{""centroids_per_class"":3,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[25,16,15],""1"":[9,46,3],""2"":[26,9,21],""3"":[15,18,24]}},""updates"":196}"
