variant,outer_fold,inner_fold,candidate_id,dimension,centroids_per_class,levels,feature_k,seed,macro_f1,balanced_accuracy,accuracy,severe_error_rate,recall_class_0,recall_class_1,recall_class_2,recall_class_3,training_seconds,inference_seconds,preprocessing_seconds_shared,encoding_seconds_shared,model_bytes,model_dtype,sample_hv_dtype,subject_overlap_count,training_info_json
multicentroid,5,1,candidate_001,2000,2,51,50,42,0.8754523642551804,0.8757322951427512,0.875,0.016666666666666666,0.8620689655172413,0.7741935483870968,0.8666666666666667,1.0,0.14497219998156652,0.001273000001674518,0.03699860000051558,0.2624846999824513,64000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[31,23],""1"":[41,13],""2"":[26,28],""3"":[19,35]}}"
multicentroid,5,2,candidate_001,2000,2,51,50,42,0.8226276359600444,0.8240740740740741,0.8240740740740741,0.018518518518518517,0.8148148148148148,0.7037037037037037,0.7777777777777778,1.0,0.14710740000009537,0.0007078000053297728,0.038975899980869144,0.26320549999945797,64000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":57,""3"":57},""cluster_counts"":{""0"":[17,39],""1"":[45,13],""2"":[20,37],""3"":[28,29]}}"
multicentroid,5,3,candidate_001,2000,2,51,50,42,0.7240896358543417,0.7314814814814814,0.7314814814814815,0.08333333333333333,0.5925925925925926,0.6666666666666666,0.6666666666666666,1.0,0.1356413000030443,0.000608200003625825,0.03709359999629669,0.26305300000240095,64000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":57,""3"":57},""cluster_counts"":{""0"":[34,22],""1"":[17,41],""2"":[14,43],""3"":[32,25]}}"
multicentroid,5,1,candidate_002,2000,3,51,50,42,0.8513838071113613,0.8490452354467928,0.85,0.016666666666666666,0.7241379310344828,0.8387096774193549,0.8333333333333334,1.0,0.14729239998268895,0.0010020000045187771,0.03699860000051558,0.2624846999824513,96000,float32,int8,0,"{""centroids_per_class"":3,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[22,26,6],""1"":[25,11,18],""2"":[20,19,15],""3"":[18,13,23]}}"
multicentroid,5,2,candidate_002,2000,3,51,50,42,0.7376373626373627,0.7407407407407407,0.7407407407407407,0.037037037037037035,0.7407407407407407,0.5925925925925926,0.6666666666666666,0.9629629629629629,0.1407304999884218,0.0006511999818030745,0.038975899980869144,0.26320549999945797,96000,float32,int8,0,"{""centroids_per_class"":3,""class_counts"":{""0"":56,""1"":58,""2"":57,""3"":57},""cluster_counts"":{""0"":[31,9,16],""1"":[12,28,18],""2"":[37,7,13],""3"":[12,24,21]}}"
multicentroid,5,3,candidate_002,2000,3,51,50,42,0.7930267136094205,0.7962962962962963,0.7962962962962963,0.06481481481481481,0.6666666666666666,0.7037037037037037,0.8518518518518519,0.9629629629629629,0.14481890000752173,0.0008498000097461045,0.03709359999629669,0.26305300000240095,96000,float32,int8,0,"{""centroids_per_class"":3,""class_counts"":{""0"":56,""1"":58,""2"":57,""3"":57},""cluster_counts"":{""0"":[5,43,8],""1"":[37,1,20],""2"":[21,29,7],""3"":[7,24,26]}}"
multicentroid,5,1,candidate_003,2000,4,51,50,42,0.8930059523809524,0.8921486837226549,0.8916666666666667,0.008333333333333333,0.896551724137931,0.8387096774193549,0.8333333333333334,1.0,0.16054770001210272,0.0006519999878946692,0.03699860000051558,0.2624846999824513,128000,float32,int8,0,"{""centroids_per_class"":4,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[11,27,11,5],""1"":[11,22,18,3],""2"":[20,11,20,3],""3"":[11,12,17,14]}}"
multicentroid,5,2,candidate_003,2000,4,51,50,42,0.7879182138616101,0.787037037037037,0.7870370370370371,0.018518518518518517,0.8148148148148148,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.16226789998472668,0.0005807999987155199,0.038975899980869144,0.26320549999945797,128000,float32,int8,0,"{""centroids_per_class"":4,""class_counts"":{""0"":56,""1"":58,""2"":57,""3"":57},""cluster_counts"":{""0"":[6,17,18,15],""1"":[7,21,15,15],""2"":[15,24,8,10],""3"":[16,16,18,7]}}"
multicentroid,5,3,candidate_003,2000,4,51,50,42,0.7545056497175141,0.7592592592592592,0.7592592592592593,0.07407407407407407,0.6666666666666666,0.6296296296296297,0.7777777777777778,0.9629629629629629,0.15750049997586757,0.0007350000087171793,0.03709359999629669,0.26305300000240095,128000,float32,int8,0,"{""centroids_per_class"":4,""class_counts"":{""0"":56,""1"":58,""2"":57,""3"":57},""cluster_counts"":{""0"":[15,12,24,5],""1"":[11,19,27,1],""2"":[11,15,20,11],""3"":[20,22,1,14]}}"
multicentroid,5,1,candidate_004,5000,2,51,50,42,0.8917754931925534,0.892686318131257,0.8916666666666667,0.008333333333333333,0.896551724137931,0.7741935483870968,0.9,1.0,0.23823319998336956,0.003420399996684864,0.03699860000051558,0.2624846999824513,160000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[21,33],""1"":[36,18],""2"":[28,26],""3"":[32,22]}}"
multicentroid,5,2,candidate_004,5000,2,51,50,42,0.8609334422027921,0.8611111111111112,0.8611111111111112,0.037037037037037035,0.8518518518518519,0.7777777777777778,0.8518518518518519,0.9629629629629629,0.259240100014722,0.0030559999868273735,0.038975899980869144,0.26320549999945797,160000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":57,""3"":57},""cluster_counts"":{""0"":[19,37],""1"":[12,46],""2"":[35,22],""3"":[23,34]}}"
multicentroid,5,3,candidate_004,5000,2,51,50,42,0.7232191567297951,0.7314814814814815,0.7314814814814815,0.08333333333333333,0.5555555555555556,0.6666666666666666,0.7037037037037037,1.0,0.2232030000013765,0.003066200006287545,0.03709359999629669,0.26305300000240095,160000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":57,""3"":57},""cluster_counts"":{""0"":[22,34],""1"":[19,39],""2"":[46,11],""3"":[28,29]}}"
