variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,mae_raw,mae_bounded,rmse_bounded,r2_bounded,spearman_bounded
hybrid,4,1000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.23435029920170394,0.23435029920170394,0.3199463998443708,0.9181074409813008,0.959531557815927
hybrid,4,1000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.352386982194881,0.352386982194881,0.4304996248477301,0.8517360584047708,0.9375743139299791
hybrid,4,1000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.30620923746602663,0.30620923746602663,0.4292386165438597,0.8526033680540107,0.9463572114843583
hybrid,4,1000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.337297292426496,0.337297292426496,0.4430606405372698,0.8429578150453634,0.9446006319734823
hybrid,4,1000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.43097064244603156,0.43097064244603156,0.5458648508137751,0.761625251716844,0.9323045753973516
hybrid,4,2000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.24170426593896183,0.24170426593896183,0.32622825970484143,0.9148600980559605,0.9586532680604892
hybrid,4,2000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.2946877662106885,0.2946877662106885,0.4003090608216424,0.8718021246592756,0.9604098475713649
hybrid,4,2000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.293506054721621,0.293506054721621,0.37798737029968127,0.8857004383151452,0.9586532680604892
hybrid,4,2000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.24000119332598555,0.24000119332598555,0.3428001087132133,0.9059904683729673,0.9608489924490841
hybrid,4,2000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.28958514128104396,0.28958514128104396,0.3732250628512723,0.888562441967731,0.9577749783050512
hybrid,4,5000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.30884236281745064,0.30884236281745064,0.41305808472254246,0.863506414916276,0.9406483280740118
hybrid,4,5000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.30528212422772,0.30528212422772,0.396079309931965,0.8744969441950547,0.9520660948947046
hybrid,4,5000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.25211579020010144,0.25211579020010144,0.3564244360513227,0.8983692971083973,0.9590924129382081
hybrid,4,5000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.2026569609256371,0.2026569609256371,0.25903655449064894,0.9463200507500904,0.9661187309817115
hybrid,4,5000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.4004033214025727,0.4004033214025727,0.5228935140974671,0.7812658983318416,0.9520660948947046
hybrid,4,10000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.29452102685256787,0.29452102685256787,0.3741426912485081,0.8880137972682588,0.9639230065931168
hybrid,4,10000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.26075599777306846,0.26075599777306846,0.3556384172597658,0.898817052935175,0.961288137326803
hybrid,4,10000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.3451051562589115,0.3451051562589115,0.44524200245112067,0.8414076474026531,0.949431225628391
hybrid,4,10000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.2392534037253127,0.2392534037253127,0.3129339406952262,0.9216578790087653,0.9630447168376788
hybrid,4,10000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.20580191829361366,0.20580191829361366,0.28014397980043826,0.9372154804652573,0.9582141231827701
