variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,accuracy,balanced_accuracy,macro_f1,weighted_f1,severe_error_rate,confusion_0_0,confusion_0_1,confusion_0_2,confusion_0_3,confusion_1_0,confusion_1_1,confusion_1_2,confusion_1_3,confusion_2_0,confusion_2_1,confusion_2_2,confusion_2_3,confusion_3_0,confusion_3_1,confusion_3_2,confusion_3_3
hybrid,2,1000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7738095238095238,0.777435064935065,0.772730352303523,0.7707042844237966,0.023809523809523808,17,2,1,0,7,12,3,0,1,5,15,0,0,0,0,21
hybrid,2,1000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7261904761904762,0.726948051948052,0.7329105291871248,0.7320662198321773,0.023809523809523808,14,6,0,0,7,14,0,1,1,5,15,0,0,0,3,18
hybrid,2,1000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7857142857142857,0.7865259740259739,0.7887181616832779,0.788718161683278,0.03571428571428571,15,4,1,0,6,15,1,0,2,2,17,0,0,0,2,19
hybrid,2,1000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7619047619047619,0.7637445887445887,0.7588904997441582,0.7586407494944081,0.05952380952380952,14,4,2,0,8,12,1,1,2,1,17,1,0,0,0,21
hybrid,2,1000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7738095238095238,0.7745670995670996,0.773587185172551,0.7730328614474957,0.03571428571428571,14,5,1,0,6,14,1,1,1,3,16,1,0,0,0,21
hybrid,2,2000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.8095238095238095,0.8126082251082252,0.808389414037681,0.8075400684514933,0.03571428571428571,17,2,1,0,6,13,3,0,2,1,18,0,0,0,1,20
hybrid,2,2000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7619047619047619,0.7649350649350649,0.7637939958592133,0.7626552795031055,0.023809523809523808,16,3,1,0,9,12,1,0,1,3,17,0,0,0,2,19
hybrid,2,2000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7261904761904762,0.72754329004329,0.727351249848722,0.7260942252997721,0.023809523809523808,15,5,0,0,6,14,1,1,1,5,13,2,0,0,2,19
hybrid,2,2000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7380952380952381,0.7388528138528139,0.7385746697998542,0.7383900998478423,0.05952380952380952,14,4,2,0,6,14,1,1,2,3,15,1,0,0,2,19
hybrid,2,2000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7976190476190477,0.7984307359307359,0.8003663003663004,0.7997994069422641,0.023809523809523808,15,4,1,0,6,15,1,0,1,4,16,0,0,0,0,21
