variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,accuracy,balanced_accuracy,macro_f1,weighted_f1,severe_error_rate,confusion_0_0,confusion_0_1,confusion_0_2,confusion_0_3,confusion_1_0,confusion_1_1,confusion_1_2,confusion_1_3,confusion_2_0,confusion_2_1,confusion_2_2,confusion_2_3,confusion_3_0,confusion_3_1,confusion_3_2,confusion_3_3
onlinehd,4,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.5714285714285714,0.5714285714285714,0.4974331550802139,0.49743315508021385,0.03571428571428571,1,19,0,1,0,19,0,2,0,9,7,5,0,0,0,21
onlinehd,4,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.6547619047619048,0.6547619047619048,0.5890637945318973,0.5890637945318973,0.0,0,21,0,0,0,21,0,0,0,8,13,0,0,0,0,21
onlinehd,4,1000,44,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.6428571428571429,0.6428571428571428,0.6242365515621329,0.6242365515621329,0.011904761904761904,8,13,0,0,2,19,0,0,1,13,6,1,0,0,0,21
onlinehd,4,1000,45,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.7976190476190477,0.7976190476190477,0.7773326715825297,0.7773326715825297,0.023809523809523808,21,0,0,0,12,7,2,0,2,0,19,0,0,0,1,20
onlinehd,4,1000,46,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.8214285714285714,0.8214285714285714,0.8181233062330624,0.8181233062330623,0.023809523809523808,18,1,2,0,2,11,8,0,0,0,21,0,0,0,2,19
onlinehd,4,2000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.9404761904761905,0.9404761904761905,0.9411246612466124,0.9411246612466124,0.011904761904761904,20,1,0,0,3,18,0,0,1,0,20,0,0,0,0,21
onlinehd,4,2000,43,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.8095238095238095,0.8095238095238095,0.793492742370048,0.793492742370048,0.023809523809523808,19,0,2,0,2,8,11,0,0,0,20,1,0,0,0,21
onlinehd,4,2000,44,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.7142857142857143,0.7142857142857143,0.6309523809523809,0.6309523809523809,0.03571428571428571,18,0,3,0,3,0,18,0,0,0,21,0,0,0,0,21
onlinehd,4,2000,45,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.8571428571428571,0.8571428571428571,0.8526515151515153,0.8526515151515152,0.011904761904761904,12,9,0,0,0,20,0,1,0,0,19,2,0,0,0,21
onlinehd,4,2000,46,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.5714285714285714,0.5714285714285714,0.48444444444444446,0.48444444444444446,0.14285714285714285,21,0,0,0,21,0,0,0,12,0,6,3,0,0,0,21
