variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,accuracy,balanced_accuracy,macro_f1,weighted_f1,severe_error_rate,confusion_0_0,confusion_0_1,confusion_0_2,confusion_0_3,confusion_1_0,confusion_1_1,confusion_1_2,confusion_1_3,confusion_2_0,confusion_2_1,confusion_2_2,confusion_2_3,confusion_3_0,confusion_3_1,confusion_3_2,confusion_3_3
onlinehd,4,5000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.5119047619047619,0.5119047619047619,0.39923329682365827,0.39923329682365827,0.0,1,20,0,0,0,21,0,0,0,21,0,0,0,0,0,21
onlinehd,4,5000,43,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.9047619047619048,0.9047619047619048,0.9047077922077922,0.9047077922077923,0.0,18,3,0,0,3,18,0,0,0,0,21,0,0,0,2,19
onlinehd,4,5000,44,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.5,0.5,0.37539428531814345,0.37539428531814345,0.07142857142857142,0,17,0,4,0,19,0,2,0,14,2,5,0,0,0,21
onlinehd,4,5000,45,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.6190476190476191,0.6190476190476191,0.5425109798576404,0.5425109798576405,0.0,10,11,0,0,0,21,0,0,0,18,0,3,0,0,0,21
onlinehd,4,5000,46,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.7142857142857143,0.7142857142857143,0.6383153500634704,0.6383153500634704,0.047619047619047616,21,0,0,0,11,1,9,0,2,0,19,0,2,0,0,19
onlinehd,4,10000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.7261904761904762,0.7261904761904762,0.6405300050067949,0.6405300050067948,0.011904761904761904,20,0,1,0,3,0,18,0,0,0,21,0,0,0,1,20
onlinehd,4,10000,43,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.7023809523809523,0.7023809523809523,0.627039627039627,0.627039627039627,0.047619047619047616,21,0,0,0,20,0,1,0,4,0,17,0,0,0,0,21
onlinehd,4,10000,44,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.5238095238095238,0.5238095238095238,0.4238028169014084,0.42380281690140836,0.21428571428571427,4,1,12,4,0,0,19,2,0,0,19,2,0,0,0,21
onlinehd,4,10000,45,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.7857142857142857,0.7857142857142857,0.7778933941997852,0.7778933941997853,0.03571428571428571,10,10,0,1,1,18,0,2,0,0,17,4,0,0,0,21
onlinehd,4,10000,46,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.7142857142857143,0.7142857142857143,0.6991201608848667,0.6991201608848667,0.10714285714285714,12,0,9,0,1,6,14,0,0,0,21,0,0,0,0,21
