variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,inner_fold,temperature,bounded_mae,bounded_rmse,model_seconds,model_bytes
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,1,0.05,0.6650766964840877,0.7598367951171948,0.07643809998990037,48000
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,1,0.1,0.8039039155262644,0.9124778707492119,0.07643809998990037,48000
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,1,0.2,0.8935358153391623,1.004873249109104,0.07643809998990037,48000
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,1,0.5,0.9515386840382,1.0665586462832706,0.07643809998990037,48000
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,1,1.0,0.9714756572193931,1.0882628706680966,0.07643809998990037,48000
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,1,2.0,0.9815415540140849,1.0993353233140182,0.07643809998990037,48000
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,2,0.05,0.6337800031030562,0.7258428487733302,0.08035360000212677,48000
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,2,0.1,0.7929795605784133,0.8972760409192804,0.08035360000212677,48000
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,2,0.2,0.8927074723016153,1.0017614656355462,0.08035360000212677,48000
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,2,0.5,0.9563665646442485,1.0701396268781698,0.08035360000212677,48000
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,2,1.0,0.9780851981948954,1.0938604629038027,0.08035360000212677,48000
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,2,2.0,0.9890203643399805,1.1058912974507924,0.08035360000212677,48000
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,3,0.05,0.6283131821284923,0.7540778959738058,0.08022279999568127,48000
hybrid,5,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0.05,3,0.1,0.7765869771086154,0.8946934847958,0.08022279999568127,48000
