variant,outer_fold,inner_fold,candidate_id,dimension,centroids_per_class,levels,feature_k,seed,macro_f1,balanced_accuracy,accuracy,severe_error_rate,recall_class_0,recall_class_1,recall_class_2,recall_class_3,training_seconds,inference_seconds,preprocessing_seconds_shared,encoding_seconds_shared,model_bytes,model_dtype,sample_hv_dtype,subject_overlap_count,training_info_json
multicentroid,3,1,candidate_001,2000,2,51,50,42,0.8129538761891703,0.8146551724137931,0.8151260504201681,0.03361344537815126,0.9,0.6333333333333333,0.7586206896551724,0.9666666666666667,0.11312339999130927,0.001333899999735877,0.03849210002226755,0.2639600000111386,64000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":53,""1"":55,""2"":54,""3"":54},""cluster_counts"":{""0"":[23,30],""1"":[17,38],""2"":[22,32],""3"":[18,36]}}"
multicentroid,3,2,candidate_001,2000,2,51,50,42,0.8052068302068301,0.8036731786731786,0.8055555555555556,0.027777777777777776,0.6538461538461539,0.8571428571428571,0.7407407407407407,0.9629629629629629,0.1164703999820631,0.0008845000120345503,0.04020960000343621,0.2620462999911979,64000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":57,""1"":57,""2"":56,""3"":57},""cluster_counts"":{""0"":[11,46],""1"":[21,36],""2"":[15,41],""3"":[21,36]}}"
multicentroid,3,3,candidate_001,2000,2,51,50,42,0.7633201105902151,0.7685185185185185,0.7685185185185185,0.06481481481481481,0.8148148148148148,0.5925925925925926,0.7037037037037037,0.9629629629629629,0.12271970001165755,0.0008411000017076731,0.03749200000311248,0.26404109998838976,64000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[40,16],""1"":[11,47],""2"":[18,38],""3"":[25,32]}}"
multicentroid,3,1,candidate_002,2000,3,51,50,42,0.7546398410332835,0.7551724137931035,0.7563025210084033,0.025210084033613446,0.8333333333333334,0.6,0.6206896551724138,0.9666666666666667,0.1359109999903012,0.0009587999957147986,0.03849210002226755,0.2639600000111386,96000,float32,int8,0,"{""centroids_per_class"":3,""class_counts"":{""0"":53,""1"":55,""2"":54,""3"":54},""cluster_counts"":{""0"":[8,28,17],""1"":[23,23,9],""2"":[32,14,8],""3"":[5,21,28]}}"
multicentroid,3,2,candidate_002,2000,3,51,50,42,0.8258343853025947,0.8228785103785103,0.8240740740740741,0.027777777777777776,0.6923076923076923,0.8214285714285714,0.8888888888888888,0.8888888888888888,0.13749739999184385,0.0008893999911379069,0.04020960000343621,0.2620462999911979,96000,float32,int8,0,"{""centroids_per_class"":3,""class_counts"":{""0"":57,""1"":57,""2"":56,""3"":57},""cluster_counts"":{""0"":[18,30,9],""1"":[29,24,4],""2"":[4,21,31],""3"":[16,18,23]}}"
multicentroid,3,3,candidate_002,2000,3,51,50,42,0.7636336815056272,0.7685185185185185,0.7685185185185185,0.046296296296296294,0.7037037037037037,0.6666666666666666,0.7037037037037037,1.0,0.13800749997608364,0.0008573000086471438,0.03749200000311248,0.26404109998838976,96000,float32,int8,0,"{""centroids_per_class"":3,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[4,16,36],""1"":[37,17,4],""2"":[17,10,29],""3"":[23,13,21]}}"
multicentroid,3,1,candidate_003,2000,4,51,50,42,0.7875609713303156,0.7896551724137931,0.7899159663865546,0.03361344537815126,0.9,0.6,0.7586206896551724,0.9,0.14789610001025721,0.000884400011273101,0.03849210002226755,0.2639600000111386,128000,float32,int8,0,"{""centroids_per_class"":4,""class_counts"":{""0"":53,""1"":55,""2"":54,""3"":54},""cluster_counts"":{""0"":[25,4,17,7],""1"":[10,6,31,8],""2"":[27,15,7,5],""3"":[28,2,14,10]}}"
multicentroid,3,2,candidate_003,2000,4,51,50,42,0.8346274355374448,0.8331807081807082,0.8333333333333334,0.018518518518518517,0.7692307692307693,0.7857142857142857,0.8888888888888888,0.8888888888888888,0.14878889999818057,0.0009319999953731894,0.04020960000343621,0.2620462999911979,128000,float32,int8,0,"{""centroids_per_class"":4,""class_counts"":{""0"":57,""1"":57,""2"":56,""3"":57},""cluster_counts"":{""0"":[13,15,21,8],""1"":[30,4,9,14],""2"":[21,21,6,8],""3"":[17,13,16,11]}}"
multicentroid,3,3,candidate_003,2000,4,51,50,42,0.752635352478394,0.7592592592592593,0.7592592592592593,0.046296296296296294,0.7777777777777778,0.6666666666666666,0.5925925925925926,1.0,0.147937700006878,0.0008773999870754778,0.03749200000311248,0.26404109998838976,128000,float32,int8,0,"{""centroids_per_class"":4,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[6,34,5,11],""1"":[4,18,17,19],""2"":[19,11,15,11],""3"":[15,18,21,3]}}"
multicentroid,3,1,candidate_004,5000,2,51,50,42,0.7947636099561219,0.7974137931034483,0.7983193277310925,0.03361344537815126,0.9,0.6333333333333333,0.6896551724137931,0.9666666666666667,0.23396499999216758,0.003128999989712611,0.03849210002226755,0.2639600000111386,160000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":53,""1"":55,""2"":54,""3"":54},""cluster_counts"":{""0"":[21,32],""1"":[38,17],""2"":[22,32],""3"":[16,38]}}"
