variant,outer_fold,inner_fold,candidate_id,dimension,centroids_per_class,levels,feature_k,seed,macro_f1,balanced_accuracy,accuracy,severe_error_rate,recall_class_0,recall_class_1,recall_class_2,recall_class_3,training_seconds,inference_seconds,preprocessing_seconds_shared,encoding_seconds_shared,model_bytes,model_dtype,sample_hv_dtype,subject_overlap_count,training_info_json
multicentroid,1,1,candidate_001,2000,2,51,50,42,0.8821999588279695,0.8840470893585466,0.8823529411764706,0.01680672268907563,0.9655172413793104,0.7419354838709677,0.8620689655172413,0.9666666666666667,0.2054943999974057,0.0008578999841120094,0.03772510000271723,0.26436450000619516,64000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[24,30],""1"":[40,14],""2"":[33,21],""3"":[31,23]}}"
multicentroid,1,2,candidate_001,2000,2,51,50,42,0.716611718426778,0.7222222222222222,0.7222222222222222,0.05555555555555555,0.7037037037037037,0.5555555555555556,0.7037037037037037,0.9259259259259259,0.11950599998817779,0.0005770999996457249,0.03933820000384003,0.26159360000747256,64000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[30,26],""1"":[19,39],""2"":[36,20],""3"":[41,16]}}"
multicentroid,1,3,candidate_001,2000,2,51,50,42,0.8341806994532037,0.8333333333333334,0.8333333333333334,0.018518518518518517,0.7407407407407407,0.7777777777777778,0.9259259259259259,0.8888888888888888,0.11817109998082742,0.0006096000142861158,0.03276850000838749,0.2614880000182893,64000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[27,29],""1"":[13,45],""2"":[21,35],""3"":[42,15]}}"
multicentroid,1,1,candidate_002,2000,3,51,50,42,0.8210288281979458,0.8237022617723397,0.8235294117647058,0.01680672268907563,0.896551724137931,0.7419354838709677,0.6896551724137931,0.9666666666666667,0.13411179999820888,0.0017745999793987721,0.03772510000271723,0.26436450000619516,96000,float32,int8,0,"{""centroids_per_class"":3,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[23,27,4],""1"":[7,22,25],""2"":[24,25,5],""3"":[19,18,17]}}"
multicentroid,1,2,candidate_002,2000,3,51,50,42,0.7229199602479064,0.7314814814814815,0.7314814814814815,0.046296296296296294,0.6296296296296297,0.48148148148148145,0.8518518518518519,0.9629629629629629,0.140054700023029,0.0007470999844372272,0.03933820000384003,0.26159360000747256,96000,float32,int8,0,"{""centroids_per_class"":3,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[30,11,15],""1"":[17,26,15],""2"":[7,31,18],""3"":[16,34,7]}}"
multicentroid,1,3,candidate_002,2000,3,51,50,42,0.8800614193109122,0.8796296296296295,0.8796296296296297,0.009259259259259259,0.8148148148148148,0.8518518518518519,0.9629629629629629,0.8888888888888888,0.13984590000472963,0.0007246999884955585,0.03276850000838749,0.2614880000182893,96000,float32,int8,0,"{""centroids_per_class"":3,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[8,19,29],""1"":[22,33,3],""2"":[9,18,29],""3"":[19,24,14]}}"
multicentroid,1,1,candidate_003,2000,4,51,50,42,0.8575917252146761,0.8576288468668891,0.8571428571428571,0.01680672268907563,0.8620689655172413,0.7741935483870968,0.8275862068965517,0.9666666666666667,0.14839789998950437,0.0007708000193815678,0.03772510000271723,0.26436450000619516,128000,float32,int8,0,"{""centroids_per_class"":4,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[8,25,1,20],""1"":[7,16,15,16],""2"":[25,3,8,18],""3"":[25,5,14,10]}}"
multicentroid,1,2,candidate_003,2000,4,51,50,42,0.6956919000411166,0.7037037037037037,0.7037037037037037,0.046296296296296294,0.6666666666666666,0.4444444444444444,0.7777777777777778,0.9259259259259259,0.14997800000128336,0.0005994999955873936,0.03933820000384003,0.26159360000747256,128000,float32,int8,0,"{""centroids_per_class"":4,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[6,23,16,11],""1"":[9,16,15,18],""2"":[11,22,8,15],""3"":[19,18,14,6]}}"
multicentroid,1,3,candidate_003,2000,4,51,50,42,0.8719083933830707,0.8703703703703703,0.8703703703703703,0.027777777777777776,0.8518518518518519,0.8148148148148148,0.8888888888888888,0.9259259259259259,0.1511088999977801,0.0007259999983943999,0.03276850000838749,0.2614880000182893,128000,float32,int8,0,"{""centroids_per_class"":4,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[8,7,16,25],""1"":[4,28,3,23],""2"":[7,21,2,26],""3"":[21,14,20,2]}}"
multicentroid,1,1,candidate_004,5000,2,51,50,42,0.8992524414484486,0.9004449388209121,0.8991596638655462,0.01680672268907563,0.9310344827586207,0.7741935483870968,0.896551724137931,1.0,0.23679659998742864,0.0034411000087857246,0.03772510000271723,0.26436450000619516,160000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[22,32],""1"":[14,40],""2"":[17,37],""3"":[19,35]}}"
multicentroid,1,2,candidate_004,5000,2,51,50,42,0.6926829057726094,0.7037037037037037,0.7037037037037037,0.05555555555555555,0.6666666666666666,0.4444444444444444,0.7407407407407407,0.9629629629629629,0.24116129998583347,0.002931499999249354,0.03933820000384003,0.26159360000747256,160000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[20,36],""1"":[17,41],""2"":[34,22],""3"":[14,43]}}"
multicentroid,1,3,candidate_004,5000,2,51,50,42,0.8885236007877517,0.8888888888888888,0.8888888888888888,0.018518518518518517,0.8148148148148148,0.8518518518518519,0.9259259259259259,0.9629629629629629,0.22124809998786077,0.0029149999900255352,0.03276850000838749,0.2614880000182893,160000,float32,int8,0,"{""centroids_per_class"":2,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[26,30],""1"":[12,46],""2"":[33,23],""3"":[15,42]}}"
multicentroid,1,1,candidate_005,5000,3,51,50,42,0.845879851143009,0.850389321468298,0.8487394957983193,0.025210084033613446,0.896551724137931,0.6774193548387096,0.8275862068965517,1.0,0.27583230001619086,0.0035513999755494297,0.03772510000271723,0.26436450000619516,240000,float32,int8,0,"{""centroids_per_class"":3,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[4,29,21],""1"":[3,42,9],""2"":[31,19,4],""3"":[11,15,28]}}"
multicentroid,1,2,candidate_005,5000,3,51,50,42,0.7324379671579592,0.7407407407407408,0.7407407407407407,0.05555555555555555,0.6666666666666666,0.5185185185185185,0.8518518518518519,0.9259259259259259,0.27807459997711703,0.003250400011893362,0.03933820000384003,0.26159360000747256,240000,float32,int8,0,"{""centroids_per_class"":3,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[24,14,18],""1"":[12,25,21],""2"":[23,9,24],""3"":[21,29,7]}}"
multicentroid,1,3,candidate_005,5000,3,51,50,42,0.8613551256046186,0.861111111111111,0.8611111111111112,0.009259259259259259,0.7777777777777778,0.8148148148148148,0.9629629629629629,0.8888888888888888,0.29969109999365173,0.003264099999796599,0.03276850000838749,0.2614880000182893,240000,float32,int8,0,"{""centroids_per_class"":3,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[18,30,8],""1"":[26,24,8],""2"":[31,16,9],""3"":[23,20,14]}}"
multicentroid,1,1,candidate_006,5000,4,51,50,42,0.8486418922167204,0.8487208008898777,0.8487394957983193,0.03361344537815126,0.7931034482758621,0.7741935483870968,0.8275862068965517,1.0,0.33794959998340346,0.0032847000111360103,0.03772510000271723,0.26436450000619516,320000,float32,int8,0,"{""centroids_per_class"":4,""class_counts"":{""0"":54,""1"":54,""2"":54,""3"":54},""cluster_counts"":{""0"":[8,23,18,5],""1"":[20,3,28,3],""2"":[20,19,4,11],""3"":[8,21,12,13]}}"
multicentroid,1,2,candidate_006,5000,4,51,50,42,0.7101142692546467,0.7222222222222222,0.7222222222222222,0.037037037037037035,0.5555555555555556,0.48148148148148145,0.8518518518518519,1.0,0.35942600000998937,0.003143400012049824,0.03933820000384003,0.26159360000747256,320000,float32,int8,0,"{""centroids_per_class"":4,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[5,19,22,10],""1"":[10,21,16,11],""2"":[10,28,15,3],""3"":[12,26,1,18]}}"
multicentroid,1,3,candidate_006,5000,4,51,50,42,0.8791717541717541,0.8796296296296295,0.8796296296296297,0.027777777777777776,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.9629629629629629,0.3696180999977514,0.002967899985378608,0.03276850000838749,0.2614880000182893,320000,float32,int8,0,"{""centroids_per_class"":4,""class_counts"":{""0"":56,""1"":58,""2"":56,""3"":57},""cluster_counts"":{""0"":[17,19,15,5],""1"":[16,27,12,3],""2"":[13,19,4,20],""3"":[2,14,13,28]}}"
