variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,accuracy,balanced_accuracy,macro_f1,weighted_f1,severe_error_rate,confusion_0_0,confusion_0_1,confusion_0_2,confusion_0_3,confusion_1_0,confusion_1_1,confusion_1_2,confusion_1_3,confusion_2_0,confusion_2_1,confusion_2_2,confusion_2_3,confusion_3_0,confusion_3_1,confusion_3_2,confusion_3_3
onlinehd,3,5000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.7142857142857143,0.7142857142857143,0.6275033974679922,0.6275033974679923,0.011904761904761904,21,0,0,0,19,0,2,0,1,0,18,2,0,0,0,21
onlinehd,3,5000,43,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.7261904761904762,0.7261904761904762,0.7174800786524662,0.7174800786524661,0.011904761904761904,12,9,0,0,1,20,0,0,1,11,8,1,0,0,0,21
onlinehd,3,5000,44,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.7142857142857143,0.7142857142857143,0.6380612391156341,0.638061239115634,0.03571428571428571,21,0,0,0,14,1,6,0,3,0,17,1,0,0,0,21
onlinehd,3,5000,45,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.8571428571428571,0.8571428571428571,0.8555169798109464,0.8555169798109464,0.011904761904761904,15,6,0,0,1,18,2,0,1,0,18,2,0,0,0,21
onlinehd,3,5000,46,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.7857142857142857,0.7857142857142857,0.7360047095761382,0.7360047095761382,0.011904761904761904,21,0,0,0,9,4,8,0,1,0,20,0,0,0,0,21
onlinehd,3,10000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.5,0.5,0.375,0.375,0.0,0,21,0,0,0,21,0,0,0,21,0,0,0,0,0,21
onlinehd,3,10000,43,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.4880952380952381,0.48809523809523814,0.38375668449197864,0.3837566844919786,0.023809523809523808,1,20,0,0,0,21,0,0,0,21,0,0,0,2,0,19
onlinehd,3,10000,44,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.5238095238095238,0.5238095238095238,0.4097229866079618,0.4097229866079618,0.0,2,19,0,0,0,21,0,0,0,18,0,3,0,0,0,21
onlinehd,3,10000,45,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.8214285714285714,0.8214285714285714,0.8066683964711988,0.8066683964711988,0.05952380952380952,20,1,0,0,1,20,0,0,4,8,9,0,1,0,0,20
onlinehd,3,10000,46,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.6904761904761905,0.6904761904761905,0.6417129860074111,0.6417129860074111,0.07142857142857142,21,0,0,0,6,15,0,0,4,13,3,1,2,0,0,19
