variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,accuracy,balanced_accuracy,macro_f1,weighted_f1,severe_error_rate,confusion_0_0,confusion_0_1,confusion_0_2,confusion_0_3,confusion_1_0,confusion_1_1,confusion_1_2,confusion_1_3,confusion_2_0,confusion_2_1,confusion_2_2,confusion_2_3,confusion_3_0,confusion_3_1,confusion_3_2,confusion_3_3
onlinehd,3,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.4523809523809524,0.4523809523809524,0.3582616707616708,0.35826167076167076,0.05952380952380952,1,20,0,0,0,21,0,0,0,21,0,0,0,5,0,16
onlinehd,3,1000,43,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.7857142857142857,0.7857142857142857,0.7804230317273796,0.7804230317273796,0.011904761904761904,19,2,0,0,9,12,0,0,1,2,14,4,0,0,0,21
onlinehd,3,1000,44,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.6785714285714286,0.6785714285714286,0.5992369186046511,0.5992369186046511,0.07142857142857142,21,0,0,0,16,0,5,0,4,0,17,0,2,0,0,19
onlinehd,3,1000,45,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.6904761904761905,0.6904761904761905,0.6608507716097904,0.6608507716097903,0.05952380952380952,15,2,3,1,4,5,12,0,1,0,17,3,0,0,0,21
onlinehd,3,1000,46,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.6309523809523809,0.6309523809523809,0.5493393009377664,0.5493393009377664,0.07142857142857142,21,0,0,0,20,0,1,0,6,0,11,4,0,0,0,21
onlinehd,3,2000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.7261904761904762,0.7261904761904762,0.6966666666666665,0.6966666666666667,0.07142857142857142,21,0,0,0,15,4,2,0,4,0,17,0,2,0,0,19
onlinehd,3,2000,43,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.2619047619047619,0.2619047619047619,0.1236888111888112,0.12368881118881118,0.23809523809523808,0,21,0,0,0,21,0,0,0,21,0,0,0,20,0,1
onlinehd,3,2000,44,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.6666666666666666,0.6666666666666666,0.5965700965700966,0.5965700965700966,0.05952380952380952,18,0,3,0,1,0,20,0,1,0,20,0,1,0,2,18
onlinehd,3,2000,45,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.5,0.5,0.36296296296296293,0.36296296296296293,0.0,0,21,0,0,0,21,0,0,0,18,0,3,0,0,0,21
onlinehd,3,2000,46,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.1}",0.05,0.5238095238095238,0.5238095238095237,0.4354778554778555,0.43547785547785545,0.03571428571428571,20,0,1,0,1,0,20,0,1,0,20,0,1,0,16,4
