variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,accuracy,balanced_accuracy,macro_f1,weighted_f1,severe_error_rate,confusion_0_0,confusion_0_1,confusion_0_2,confusion_0_3,confusion_1_0,confusion_1_1,confusion_1_2,confusion_1_3,confusion_2_0,confusion_2_1,confusion_2_2,confusion_2_3,confusion_3_0,confusion_3_1,confusion_3_2,confusion_3_3
hybrid,4,5000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.8928571428571429,0.8928571428571428,0.8925676594587244,0.8925676594587243,0.03571428571428571,19,1,1,0,3,16,2,0,2,0,19,0,0,0,0,21
hybrid,4,5000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.9166666666666666,0.9166666666666666,0.9173894878071744,0.9173894878071744,0.023809523809523808,21,0,0,0,4,17,0,0,2,0,18,1,0,0,0,21
hybrid,4,5000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.9285714285714286,0.9285714285714285,0.9284090909090909,0.9284090909090909,0.0,20,1,0,0,3,18,0,0,0,0,19,2,0,0,0,21
hybrid,4,5000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.9047619047619048,0.9047619047619048,0.9037230356379293,0.9037230356379294,0.0,21,0,0,0,5,16,0,0,0,0,18,3,0,0,0,21
hybrid,4,5000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.5714285714285714,0.5714285714285714,0.5182413178309886,0.5182413178309886,0.023809523809523808,6,15,0,0,2,19,0,0,2,16,2,1,0,0,0,21
hybrid,4,10000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.9047619047619048,0.9047619047619047,0.9057649667405765,0.9057649667405764,0.0,17,4,0,0,3,18,0,0,0,1,20,0,0,0,0,21
hybrid,4,10000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.8452380952380952,0.8452380952380952,0.839758363014177,0.839758363014177,0.011904761904761904,20,1,0,0,3,13,5,0,1,2,17,1,0,0,0,21
hybrid,4,10000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.7619047619047619,0.7619047619047619,0.7624822157511933,0.7624822157511933,0.023809523809523808,13,8,0,0,3,18,0,0,2,6,12,1,0,0,0,21
hybrid,4,10000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.8571428571428571,0.8571428571428571,0.858515470275014,0.858515470275014,0.047619047619047616,21,0,0,0,7,14,0,0,4,0,16,1,0,0,0,21
hybrid,4,10000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.8690476190476191,0.8690476190476191,0.8657888339680738,0.8657888339680739,0.03571428571428571,21,0,0,0,4,14,3,0,3,0,17,1,0,0,0,21
