variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,accuracy,balanced_accuracy,macro_f1,weighted_f1,severe_error_rate,confusion_0_0,confusion_0_1,confusion_0_2,confusion_0_3,confusion_1_0,confusion_1_1,confusion_1_2,confusion_1_3,confusion_2_0,confusion_2_1,confusion_2_2,confusion_2_3,confusion_3_0,confusion_3_1,confusion_3_2,confusion_3_3
hybrid,4,1000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.8571428571428571,0.8571428571428571,0.8541246060747181,0.8541246060747182,0.0,20,1,0,0,3,18,0,0,0,7,13,1,0,0,0,21
hybrid,4,1000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.8571428571428571,0.8571428571428571,0.8538850431671463,0.8538850431671463,0.023809523809523808,20,1,0,0,3,15,3,0,2,2,16,1,0,0,0,21
hybrid,4,1000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.9047619047619048,0.9047619047619047,0.9042397660818713,0.9042397660818713,0.011904761904761904,20,1,0,0,3,18,0,0,1,0,17,3,0,0,0,21
hybrid,4,1000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.75,0.75,0.7519591557553253,0.7519591557553253,0.0,10,11,0,0,3,18,0,0,0,6,14,1,0,0,0,21
hybrid,4,1000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.6547619047619048,0.6547619047619048,0.6213235294117647,0.6213235294117647,0.011904761904761904,11,10,0,0,1,20,0,0,1,17,3,0,0,0,0,21
hybrid,4,2000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.8690476190476191,0.8690476190476191,0.8687355960611775,0.8687355960611773,0.023809523809523808,20,1,0,0,5,16,0,0,2,2,16,1,0,0,0,21
hybrid,4,2000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.8214285714285714,0.8214285714285714,0.8183801180046486,0.8183801180046486,0.011904761904761904,17,4,0,0,3,18,0,0,1,4,13,3,0,0,0,21
hybrid,4,2000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.8214285714285714,0.8214285714285714,0.8237586960842774,0.8237586960842774,0.0,16,5,0,0,2,18,1,0,0,6,14,1,0,0,0,21
hybrid,4,2000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.9047619047619048,0.9047619047619047,0.9047078842881452,0.9047078842881452,0.0,17,4,0,0,3,18,0,0,0,0,20,1,0,0,0,21
hybrid,4,2000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.8690476190476191,0.8690476190476191,0.8633122269644666,0.8633122269644666,0.023809523809523808,21,0,0,0,3,18,0,0,2,5,13,1,0,0,0,21
