variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,mae_raw,mae_bounded,rmse_bounded,r2_bounded,spearman_bounded
hybrid,2,1000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6646240468288794,0.6646240468288794,0.7677542973724455,0.5192306506807884,0.8300674803533858
hybrid,2,1000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.690209259358945,0.690209259358945,0.7964745444357181,0.48258851985494133,0.8305485030936102
hybrid,2,1000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6367987814777581,0.6367987814777581,0.7488418141536223,0.5426249883387803,0.8645651764403335
hybrid,2,1000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.655645495677627,0.655645495677627,0.768144701592261,0.5187415824858901,0.8050961259260954
hybrid,2,1000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6223333730245431,0.6223333730245431,0.7373647774750509,0.556537361337507,0.8408172928957872
hybrid,2,2000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6509395163118321,0.6509395163118321,0.7588723132687379,0.5302901401641097,0.8425740715992147
hybrid,2,2000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.658438266261308,0.658438266261308,0.7614609584341021,0.5270801508676504,0.8460353439256105
hybrid,2,2000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6396382061916025,0.6396382061916025,0.7432342475225343,0.5494492813492803,0.8686434127161473
hybrid,2,2000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6920529341083327,0.6920529341083327,0.8031619358181606,0.47386342210629195,0.8270558597189388
hybrid,2,2000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6259006657913601,0.6259006657913601,0.7261101605109568,0.569971451805366,0.8546310111530949
hybrid,2,5000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6629019153678286,0.6629019153678286,0.7668232778285049,0.5203959564738102,0.8456693483623965
hybrid,2,5000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.663516876330627,0.663516876330627,0.7745910088297737,0.5106302016352743,0.8544846129278093
hybrid,2,5000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6650093357186587,0.6650093357186587,0.774632941223065,0.5105772162480131,0.8451569545738967
hybrid,2,5000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6610705320234513,0.6610705320234513,0.7698812582515963,0.5165631460928652,0.8487541681094863
hybrid,2,5000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6420935274204587,0.6420935274204587,0.7479718990685545,0.5436870185603828,0.8523932097094432
hybrid,2,10000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6457204563552568,0.6457204563552568,0.749753908292166,0.5415101384020795,0.8531774859163305
hybrid,2,10000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6415374165553576,0.6415374165553576,0.7476644964035071,0.5440620139370733,0.8527382912404735
hybrid,2,10000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6679337299420247,0.6679337299420247,0.7776223052101776,0.5067924924172793,0.8576635458197256
hybrid,2,10000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6845227699727089,0.6845227699727089,0.7962447981526396,0.48288697564481187,0.8506050599577402
hybrid,2,10000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.6513071869444452,0.6513071869444452,0.7615718791302379,0.5269423620055111,0.8532193139806978
