variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,inner_fold,temperature,bounded_mae,bounded_rmse,model_seconds,model_bytes
onlinehd,4,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,1,0.05,0.46997006090816595,0.6152578878615522,0.06812469998840243,16000
onlinehd,4,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,1,0.1,0.621037172872747,0.7332606605503098,0.06812469998840243,16000
onlinehd,4,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,1,0.2,0.7820720904358309,0.8898890692931313,0.06812469998840243,16000
onlinehd,4,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,1,0.5,0.9096150411367935,1.0218347202981362,0.06812469998840243,16000
onlinehd,4,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,1,1.0,0.9561757771091216,1.0708745071181356,0.06812469998840243,16000
onlinehd,4,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,1,2.0,0.9800308846743162,1.096124932893854,0.06812469998840243,16000
onlinehd,4,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,2,0.05,0.4916896993413617,0.6372182829497538,0.07073390000732616,16000
onlinehd,4,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,2,0.1,0.6166009324358268,0.730214402850896,0.07073390000732616,16000
onlinehd,4,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,2,0.2,0.7580986617926108,0.8732262456607414,0.07073390000732616,16000
onlinehd,4,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,2,0.5,0.8933617718736059,1.007423153950418,0.07073390000732616,16000
