variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,inner_fold,temperature,bounded_mae,bounded_rmse,model_seconds,model_bytes
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.05,0.3555290500538525,0.4924984013205087,0.06623230001423508,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.1,0.554407504823614,0.6728259008087193,0.06623230001423508,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.2,0.7759110611216078,0.8818989183330286,0.06623230001423508,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.5,0.9166218401373978,1.0284794417882237,0.06623230001423508,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,1.0,0.9613642595827024,1.076099784330933,0.06623230001423508,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,2.0,0.9830455002431371,1.099224993749174,0.06623230001423508,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,0.05,0.4300015170433517,0.6048372678408585,0.0697451000160072,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,0.1,0.570637028963189,0.7007995316687036,0.0697451000160072,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,0.2,0.7408751952294025,0.8557936203866203,0.0697451000160072,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,0.5,0.887922254576994,1.0016340521204468,0.0697451000160072,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,1.0,0.9428569407760924,1.0582578359705965,0.0697451000160072,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,2.0,0.9711885931745571,1.0877940085450153,0.0697451000160072,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,0.05,0.5483761327654447,0.7045320121765019,0.07664610000210814,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,0.1,0.6713495704008905,0.7866051021987677,0.07664610000210814,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,0.2,0.8023376950495383,0.9125960922363695,0.07664610000210814,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,0.5,0.9150019959214061,1.0255219448248492,0.07664610000210814,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,1.0,0.9566119095383643,1.0698678310168224,0.07664610000210814,16000
onlinehd,2,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,2.0,0.9780973119251555,1.093451893259859,0.07664610000210814,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.05,0.535948631021548,0.6784855763128043,0.06618960000923835,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.1,0.6614993163746992,0.7823109787218435,0.06618960000923835,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.2,0.790586918515523,0.9041867108324547,0.06618960000923835,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.5,0.9067326860248088,1.0208448495026226,0.06618960000923835,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,1.0,0.9534591823257711,1.0689280357056772,0.06618960000923835,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,2.0,0.9783413728606429,1.0947669211201518,0.06618960000923835,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,0.05,0.3798178745602289,0.5789951454431972,0.0692820000112988,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,0.1,0.502480162004156,0.6710736515146889,0.0692820000112988,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,0.2,0.6790557619967679,0.8177479024784171,0.0692820000112988,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,0.5,0.8660338900051353,0.9826664153008634,0.0692820000112988,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,1.0,0.9335250213029608,1.0493029561385914,0.0692820000112988,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,2,2.0,0.967021061300891,1.0835979913269869,0.0692820000112988,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,0.05,0.5686314078749094,0.6794336026459769,0.07421710001653992,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,0.1,0.6783190087182468,0.787057913380629,0.07421710001653992,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,0.2,0.8067685271059778,0.9151870774206238,0.07421710001653992,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,0.5,0.917955738544562,1.0279893167858642,0.07421710001653992,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,1.0,0.9585637202647137,1.071713742015305,0.07421710001653992,16000
onlinehd,2,1000,43,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,3,2.0,0.9792216425469269,1.0945787087518144,0.07421710001653992,16000
onlinehd,2,1000,44,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.05,0.5408156393321485,0.741021506132634,0.07043339998926967,16000
onlinehd,2,1000,44,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.1,0.6492299005190754,0.7830151925552793,0.07043339998926967,16000
onlinehd,2,1000,44,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.2,0.7930989873899706,0.9057940794433907,0.07043339998926967,16000
onlinehd,2,1000,44,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,0.5,0.9139475627023435,1.0267048051261083,0.07043339998926967,16000
onlinehd,2,1000,44,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,1,1.0,0.9583787230413015,1.0731248973171132,0.07043339998926967,16000
