variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,mae_raw,mae_bounded,rmse_bounded,r2_bounded,spearman_bounded
multicentroid,2,1000,42,51,50,"{""centroids_per_class"":3}",0.05,0.6989184876356311,0.6989184876356311,0.8142477400140484,0.45923897350312026,0.8062986827766558
multicentroid,2,1000,43,51,50,"{""centroids_per_class"":3}",0.05,0.7246644787126972,0.7246644787126972,0.8351375220997702,0.43113625848358905,0.7812436722206308
multicentroid,2,1000,44,51,50,"{""centroids_per_class"":3}",0.05,0.696273626935055,0.696273626935055,0.807453892055341,0.4682252346915078,0.823029908523584
multicentroid,2,1000,45,51,50,"{""centroids_per_class"":3}",0.05,0.734686316602386,0.734686316602386,0.8472246667604143,0.4145504945803682,0.7629961791403872
multicentroid,2,1000,46,51,50,"{""centroids_per_class"":3}",0.05,0.6908828980755158,0.6908828980755158,0.8089744509723229,0.46622052278672366,0.8080345474478997
multicentroid,2,2000,42,51,50,"{""centroids_per_class"":3}",0.05,0.7274624009338171,0.7274624009338171,0.8472793103034024,0.4144749725420315,0.7747916932919716
multicentroid,2,2000,43,51,50,"{""centroids_per_class"":3}",0.05,0.7136528909269769,0.7136528909269769,0.8309325195894212,0.4368504102997577,0.7925372495998074
multicentroid,2,2000,44,51,50,"{""centroids_per_class"":3}",0.05,0.7041778540723092,0.7041778540723092,0.8177830101930791,0.45453306794338666,0.825811474804011
multicentroid,2,2000,45,51,50,"{""centroids_per_class"":3}",0.05,0.7315235100634798,0.7315235100634798,0.8403954353307559,0.42395073108473214,0.7829795368918747
multicentroid,2,2000,46,51,50,"{""centroids_per_class"":3}",0.05,0.6835762180764825,0.6835762180764825,0.7959732512547888,0.48323962220231553,0.8190771564408724
multicentroid,2,5000,42,51,50,"{""centroids_per_class"":3}",0.05,0.720011559795344,0.720011559795344,0.8336812216153083,0.4331184810822686,0.8076685518846857
multicentroid,2,5000,43,51,50,"{""centroids_per_class"":3}",0.05,0.724125808227677,0.724125808227677,0.8386874109222283,0.4262898831606261,0.8093835025237458
multicentroid,2,5000,44,51,50,"{""centroids_per_class"":3}",0.05,0.7406997401578346,0.7406997401578346,0.8577564079764094,0.39990473158294704,0.7884903843722691
multicentroid,2,5000,45,51,50,"{""centroids_per_class"":3}",0.05,0.7196862405176409,0.7196862405176409,0.8325736552832145,0.4346237130708609,0.7879466195354939
multicentroid,2,5000,46,51,50,"{""centroids_per_class"":3}",0.05,0.6783615649769865,0.6783615649769865,0.7923132224095929,0.48798101139634764,0.8212313017557894
multicentroid,2,10000,42,51,50,"{""centroids_per_class"":3}",0.05,0.7203033454007679,0.7203033454007679,0.8343129762374867,0.4322590021734374,0.7973161059537739
multicentroid,2,10000,43,51,50,"{""centroids_per_class"":3}",0.05,0.7131369917497112,0.7131369917497112,0.8277809326735138,0.4411141719171534,0.798717346110079
multicentroid,2,10000,44,51,50,"{""centroids_per_class"":3}",0.05,0.722210842351794,0.722210842351794,0.8305370218237922,0.43738636573364276,0.8031197498847394
multicentroid,2,10000,45,51,50,"{""centroids_per_class"":3}",0.05,0.7138527433892997,0.7138527433892997,0.8304667338395829,0.4374815891947651,0.7836174148734764
multicentroid,2,10000,46,51,50,"{""centroids_per_class"":3}",0.05,0.6940190563579907,0.6940190563579907,0.8078657215805363,0.4676826491638244,0.8119559284823359
