variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,mae_raw,mae_bounded,rmse_bounded,r2_bounded,spearman_bounded
multicentroid,1,1000,42,51,50,"{""centroids_per_class"":2}",0.05,0.723306217765021,0.723306217765021,0.8483045986892704,0.42430344627410865,0.7070232531275252
multicentroid,1,1000,43,51,50,"{""centroids_per_class"":2}",0.05,0.6896778959348886,0.6896778959348886,0.8303727080217151,0.4483849326181468,0.6934097619182373
multicentroid,1,1000,44,51,50,"{""centroids_per_class"":2}",0.05,0.7214133583889117,0.7214133583889117,0.8648865776900553,0.40157696618526717,0.6920923272850805
multicentroid,1,1000,45,51,50,"{""centroids_per_class"":2}",0.05,0.7198297657408128,0.7198297657408128,0.8499992978587882,0.4220009549116537,0.7184410199482182
multicentroid,1,1000,46,51,50,"{""centroids_per_class"":2}",0.05,0.6973477669476801,0.6973477669476801,0.8332809676089243,0.4445142632165878,0.73029793164663
multicentroid,1,2000,42,51,50,"{""centroids_per_class"":2}",0.05,0.7252382108180652,0.7252382108180652,0.8480871399862139,0.4245985623920032,0.7149278609264664
multicentroid,1,2000,43,51,50,"{""centroids_per_class"":2}",0.05,0.700416773328059,0.700416773328059,0.8437064643463561,0.4305275216161366,0.6956054863068322
multicentroid,1,2000,44,51,50,"{""centroids_per_class"":2}",0.05,0.7251512979391165,0.7251512979391165,0.8549568372538193,0.415239045146357,0.7100972672715579
multicentroid,1,2000,45,51,50,"{""centroids_per_class"":2}",0.05,0.7083662148675101,0.7083662148675101,0.8418335362185021,0.43305303783828153,0.6986795004508649
multicentroid,1,2000,46,51,50,"{""centroids_per_class"":2}",0.05,0.7173191402367822,0.7173191402367822,0.8469072752684832,0.4261984536778509,0.7175627301927802
multicentroid,1,5000,42,51,50,"{""centroids_per_class"":2}",0.05,0.7193442011293855,0.7193442011293855,0.8467603287496367,0.4263975565246457,0.709658122393839
multicentroid,1,5000,43,51,50,"{""centroids_per_class"":2}",0.05,0.7177054919542072,0.7177054919542072,0.8516649054347614,0.4197335110806393,0.6960446311845512
multicentroid,1,5000,44,51,50,"{""centroids_per_class"":2}",0.05,0.7403222619781666,0.7403222619781666,0.8704801988426728,0.39381137873825667,0.6951663414291133
multicentroid,1,5000,45,51,50,"{""centroids_per_class"":2}",0.05,0.7305431582197287,0.7305431582197287,0.8646441580869428,0.4019123839088974,0.6877008785078911
multicentroid,1,5000,46,51,50,"{""centroids_per_class"":2}",0.05,0.7248682551058188,0.7248682551058188,0.8540795162954206,0.41643854387566437,0.7092189775161201
multicentroid,1,10000,42,51,50,"{""centroids_per_class"":2}",0.05,0.7227360237954906,0.7227360237954906,0.8486213488387917,0.42387344503602375,0.7070232531275252
multicentroid,1,10000,43,51,50,"{""centroids_per_class"":2}",0.05,0.722427534910039,0.722427534910039,0.8560313126395609,0.4137683134244723,0.6929706170405184
multicentroid,1,10000,44,51,50,"{""centroids_per_class"":2}",0.05,0.7327890494111073,0.7327890494111073,0.8629530523184503,0.40424962359541605,0.6995577902063028
multicentroid,1,10000,45,51,50,"{""centroids_per_class"":2}",0.05,0.7263963898799259,0.7263963898799259,0.8580598504922685,0.41098663437854865,0.6964837760622701
multicentroid,1,10000,46,51,50,"{""centroids_per_class"":2}",0.05,0.7225645427113236,0.7225645427113236,0.850260122979887,0.42164617861618203,0.7118538467824337
