subject_id,session_id,task,difficulty_level,run_id,run_key,basis
sub-cp031,ses-20211216,ils,level-02B,run-012,sub-cp031_ses-20211216_level-02B_run-012,Identifier differs from the repeated run-to-difficulty mapping used by the other subjects.
